"SITE","DATE","BIWEEK","SAMPLER","HARBOR","SEX","LENGTH","CLASSN","OTOLITH","LOGBOOK_AREA","Stat_Area_label","GF_area","AGE","AGE2","AGECONF","OTOLITH_WT","SPECIES","YEAR","MONTH","DAY"
"SITKA",2016-08-18,17,10,5,"F",355,"Charter",653,113611,"113-61","CSEO",6,6,2,0.17,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"M",515,"Charter",654,113611,"113-61","CSEO",13,NA,3,0.43,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"M",460,"Charter",655,113611,"113-61","CSEO",15,NA,3,0.38,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",415,"Charter",656,113611,"113-61","CSEO",9,10,3,0.25,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",495,"Charter",657,113611,"113-61","CSEO",13,NA,3,0.35,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",435,"Charter",658,113611,"113-61","CSEO",8,8,3,0.26,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"M",430,"Charter",659,113611,"113-61","CSEO",10,NA,3,0.32,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",460,"Charter",660,113611,"113-61","CSEO",11,NA,3,0.29,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",340,"Charter",661,113611,"113-61","CSEO",6,NA,2,0.18,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"",415,"Charter",662,113611,"113-61","CSEO",8,NA,2,0.23,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",470,"Charter",663,113611,"113-61","CSEO",10,NA,2,0.29,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",450,"Charter",664,113611,"113-61","CSEO",13,NA,2,0.29,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"M",425,"Charter",665,113611,"113-61","CSEO",10,NA,2,0.21,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",420,"Charter",666,113611,"113-61","CSEO",9,NA,3,0.24,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",440,"Charter",667,113611,"113-61","CSEO",19,NA,3,0.37,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",450,"Charter",668,113611,"113-61","CSEO",12,NA,3,0.35,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"M",400,"Charter",669,113611,"113-61","CSEO",11,11,3,0.23,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",375,"Charter",670,113621,"113-62","CSEO",15,NA,2,0.17,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",335,"Charter",671,113621,"113-62","CSEO",8,NA,2,0.12,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",370,"Charter",672,113621,"113-62","CSEO",19,NA,2,0.18,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",375,"Charter",673,113621,"113-62","CSEO",24,NA,2,0.23,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",455,"Charter",674,113621,"113-62","CSEO",12,NA,3,0.32,142,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",350,"Charter",675,113621,"113-62","CSEO",15,NA,2,0.16,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",340,"Charter",676,113621,"113-62","CSEO",17,NA,2,0.18,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",350,"Charter",677,113621,"113-62","CSEO",8,NA,2,0.13,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",350,"Charter",678,113621,"113-62","CSEO",12,NA,2,0.16,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",370,"Charter",679,113621,"113-62","CSEO",17,NA,2,0.16,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",375,"Charter",680,113621,"113-62","CSEO",23,NA,2,0.2,154,2016,8,18
"SITKA",2016-08-18,17,10,5,"F",355,"Charter",681,113621,"113-62","CSEO",15,NA,2,0.17,154,2016,8,18
"SITKA",2016-08-19,17,12,5,"M",405,"Private",682,113411,"113-41","CSEO",17,NA,3,0.32,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",450,"Private",683,113411,"113-41","CSEO",17,17,3,0.35,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",455,"Private",684,113411,"113-41","CSEO",11,NA,3,0.28,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",470,"Private",685,113411,"113-41","CSEO",19,19,2,0.37,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",425,"Private",686,113411,"113-41","CSEO",11,11,3,0.28,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",460,"Private",687,113411,"113-41","CSEO",19,NA,2,0.37,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",450,"Private",688,113411,"113-41","CSEO",17,NA,3,0.36,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",430,"Private",689,113411,"113-41","CSEO",10,NA,3,0.29,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",445,"Private",690,113411,"113-41","CSEO",17,NA,3,0.35,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",445,"Private",691,113411,"113-41","CSEO",17,NA,3,0.37,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",450,"Private",692,113411,"113-41","CSEO",16,NA,3,0.31,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",420,"Private",693,113411,"113-41","CSEO",10,NA,3,0.27,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",460,"Private",694,113411,"113-41","CSEO",12,NA,3,0.34,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",450,"Private",695,113411,"113-41","CSEO",19,19,3,0.36,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",435,"Private",696,113411,"113-41","CSEO",15,NA,3,0.33,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",500,"Charter",697,365701,"365-70","CSEO",17,NA,3,0.4,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"",440,"Charter",698,365701,"365-70","CSEO",19,NA,3,0.33,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",440,"Charter",699,365701,"365-70","CSEO",11,NA,3,0.27,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",410,"Charter",700,365701,"365-70","CSEO",13,NA,3,0.28,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",455,"Charter",701,365701,"365-70","CSEO",27,NA,3,0.4,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",425,"Charter",702,365701,"365-70","CSEO",19,19,3,0.34,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",405,"Charter",703,365701,"365-70","CSEO",11,NA,3,0.26,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",415,"Charter",704,365701,"365-70","CSEO",12,NA,3,0.31,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",380,"Charter",705,365701,"365-70","CSEO",9,9,3,0.23,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",400,"Charter",706,365701,"365-70","CSEO",10,NA,3,0.25,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",410,"Charter",707,365701,"365-70","CSEO",13,NA,3,0.31,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",405,"Charter",708,365701,"365-70","CSEO",11,NA,3,0.26,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",470,"Charter",709,365701,"365-70","CSEO",31,NA,2,0.7,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",495,"Charter",710,365701,"365-70","CSEO",15,NA,3,0.42,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",530,"Charter",711,365701,"365-70","CSEO",34,34,2,0.61,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",580,"Charter",712,365701,"365-70","CSEO",32,NA,2,0.65,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",460,"Charter",713,365701,"365-70","CSEO",12,NA,2,0.33,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",550,"Charter",714,365701,"365-70","CSEO",NA,NA,NA,0.69,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",515,"Charter",715,365701,"365-70","CSEO",15,15,3,0.44,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",460,"Charter",716,365701,"365-70","CSEO",19,NA,3,0.53,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",450,"Charter",717,365701,"365-70","CSEO",10,NA,3,0.33,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",460,"Charter",718,365701,"365-70","CSEO",21,NA,3,0.38,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",520,"Charter",719,113417,"113-41","CSEO",17,NA,3,0.45,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",490,"Charter",720,113417,"113-41","CSEO",15,15,NA,0.42,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",510,"Charter",721,113417,"113-41","CSEO",14,NA,2,0.42,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",525,"Charter",722,113417,"113-41","CSEO",21,NA,2,0.53,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",430,"Charter",723,113417,"113-41","CSEO",10,NA,3,0.31,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",475,"Charter",724,113417,"113-41","CSEO",10,NA,3,0.39,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",570,"Charter",725,113417,"113-41","CSEO",33,NA,2,0.74,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",440,"Charter",726,113417,"113-41","CSEO",12,NA,3,0.28,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",525,"Charter",727,113417,"113-41","CSEO",13,NA,3,0.46,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",455,"Charter",728,113417,"113-41","CSEO",14,NA,3,0.35,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",525,"Charter",729,113417,"113-41","CSEO",25,25,2,0.47,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",565,"Charter",730,113450,"113-45","CSEO",26,NA,3,0.57,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",430,"Charter",731,113611,"113-61","CSEO",13,NA,2,0.28,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",410,"Charter",732,113611,"113-61","CSEO",10,NA,2,0.23,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",430,"Charter",733,113611,"113-61","CSEO",11,NA,3,0.31,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",390,"Charter",734,113611,"113-61","CSEO",7,NA,3,0.21,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",410,"Charter",735,113611,"113-61","CSEO",9,NA,3,0.26,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",425,"Charter",736,113611,"113-61","CSEO",11,NA,3,NA,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",460,"Charter",737,113611,"113-61","CSEO",11,NA,2,0.3,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"",NA,"Charter",738,113611,"113-61","CSEO",10,NA,2,0.29,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"F",420,"Charter",739,113611,"113-61","CSEO",10,NA,3,0.32,142,2016,8,19
"SITKA",2016-08-19,17,12,5,"M",445,"Charter",740,113611,"113-61","CSEO",19,NA,2,0.32,142,2016,8,19
"SITKA",2016-08-20,17,11,3,"M",435,"Charter",741,365701,"365-70","CSEO",10,NA,3,NA,142,2016,8,20
"SITKA",2016-08-20,17,11,3,"",470,"Charter",742,365701,"365-70","CSEO",15,NA,2,0.36,142,2016,8,20
"SITKA",2016-08-20,17,11,3,"M",405,"Charter",743,113450,"113-45","CSEO",11,NA,3,0.25,142,2016,8,20
"SITKA",2016-08-20,17,11,3,"F",415,"Charter",744,113450,"113-45","CSEO",8,NA,3,0.21,142,2016,8,20
"SITKA",2016-08-20,17,11,3,"M",400,"Charter",745,113450,"113-45","CSEO",11,NA,3,0.25,142,2016,8,20
"SITKA",2016-08-24,17,11,8,"M",500,"Charter",746,113710,"113-71","NSEO",29,NA,2,0.42,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"M",460,"Charter",747,113710,"113-71","NSEO",16,NA,3,0.31,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"F",410,"Charter",748,113710,"113-71","NSEO",11,NA,2,0.25,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"F",470,"Charter",749,113710,"113-71","NSEO",15,NA,3,0.36,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"M",500,"Charter",750,113710,"113-71","NSEO",14,NA,3,0.38,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"M",460,"Charter",751,113710,"113-71","NSEO",15,NA,3,0.32,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"F",480,"Charter",752,113710,"113-71","NSEO",16,NA,3,0.38,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"F",475,"Charter",753,113710,"113-71","NSEO",15,NA,3,0.33,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"M",480,"Charter",754,113710,"113-71","NSEO",15,NA,3,0.38,142,2016,8,24
"SITKA",2016-08-24,17,11,8,"F",440,"Charter",755,113450,"113-45","CSEO",10,NA,3,0.31,142,2016,8,24
"SITKA",2016-08-25,17,12,6,"M",460,"Charter",756,113450,"113-45","CSEO",13,NA,3,0.34,142,2016,8,25
"SITKA",2016-08-26,17,10,5,"F",410,"Charter",757,113550,"113-55","NSEI",11,NA,3,0.3,142,2016,8,26
"SITKA",2016-08-26,17,10,5,"F",440,"Charter",758,113550,"113-55","NSEI",11,NA,3,0.25,142,2016,8,26
"SITKA",2016-08-26,17,10,5,"F",350,"Charter",759,113550,"113-55","NSEI",24,NA,2,0.18,154,2016,8,26
"SITKA",2016-08-31,18,10,3,"M",420,"Charter",760,365701,"365-70","CSEO",12,NA,3,0.27,142,2016,8,31
"SITKA",2016-08-31,18,10,3,"M",425,"Charter",761,365701,"365-70","CSEO",11,NA,3,0.25,142,2016,8,31
"SITKA",2016-08-31,18,10,3,"M",450,"Charter",762,365701,"365-70","CSEO",23,NA,2,0.41,142,2016,8,31
"SITKA",2016-09-08,18,10,5,"M",480,"Charter",763,113417,"113-41","CSEO",21,NA,3,0.43,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",430,"Charter",764,113417,"113-41","CSEO",20,NA,3,0.35,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",440,"Charter",765,113417,"113-41","CSEO",13,NA,3,0.26,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",420,"Charter",766,113417,"113-41","CSEO",10,10,3,0.24,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"F",430,"Charter",767,113417,"113-41","CSEO",9,NA,2,0.25,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",440,"Charter",768,113417,"113-41","CSEO",18,NA,2,0.32,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"F",460,"Charter",769,113417,"113-41","CSEO",21,21,3,0.39,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",485,"Charter",770,113417,"113-41","CSEO",26,NA,2,0.42,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",460,"Charter",771,113417,"113-41","CSEO",21,NA,3,0.37,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"F",475,"Charter",772,113417,"113-41","CSEO",19,NA,3,0.35,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",460,"Charter",773,113417,"113-41","CSEO",21,21,3,0.41,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"F",500,"Charter",774,113417,"113-41","CSEO",29,NA,2,0.47,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",445,"Charter",775,113417,"113-41","CSEO",15,NA,3,0.32,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",425,"Charter",776,113417,"113-41","CSEO",21,NA,3,0.38,142,2016,9,8
"SITKA",2016-09-08,18,10,5,"M",445,"Charter",777,113417,"113-41","CSEO",25,NA,3,0.39,142,2016,9,8
