"SAMPLEID","PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"5 072123 1 3","Valdez",157,"2023-07-21",2,1,"M",48,2.1,,,"",,"Private","P1",476035,,2023,7,21,,"Silvergr","Slope","",0
"5 072123 1 4","Valdez",157,"2023-07-21",2,2,"M",50,2.1,,,"",,"Private","P1",476035,,2023,7,21,,"Silvergr","Slope","",0
"5 072123 1 5","Valdez",145,"2023-07-21",6,1,"M",60,4.4,34,,"1",,"Private","P1",476035,,2023,7,21,,"Yelleye","Demersal","",0
"5 072123 1 6","Valdez",145,"2023-07-21",6,2,"M",44,1.9,18,,"2",,"Private","P1",476035,,2023,7,21,,"Yelleye","Demersal","",0
"5 072123 1 7","Valdez",138,"2023-07-21",10,1,"M",36,1.2,,,"",,"Private","P1",476035,,2023,7,21,,"Copper","Demersal","",0
"5 072123 1 8","Valdez",173,"2023-07-21",5,2,"M",28,0.8,,,"",,"Private","P1",476035,,2023,7,21,,"Dark","Pelagic","",0
"5 072123 1 9","Valdez",173,"2023-07-21",5,3,"M",28,0.8,,,"",,"Private","P1",476035,,2023,7,21,,"Dark","Pelagic","",0
"5 072123 2 1","Valdez",145,"2023-07-21",6,3,"M",71,6.7,47,,"2",,"Charter","HALIBUT GROVE",465931,,2023,7,21,,"Yelleye","Demersal","",0
"5 072123 3 10","Valdez",142,"2023-07-21",14,5,"M",58,,15,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 11","Valdez",142,"2023-07-21",14,6,"M",54,3,33,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 12","Valdez",142,"2023-07-21",14,7,"M",46,2.3,9,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 13","Valdez",142,"2023-07-21",14,8,"M",50,2.8,9,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 14","Valdez",142,"2023-07-21",14,9,"M",43,,8,8,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 15","Valdez",142,"2023-07-21",14,10,"F",47,2.4,9,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 16","Valdez",173,"2023-07-21",5,1,"M",41,,,,"",,"Charter","HOOKED UP",465931,,2023,7,21,,"Dark","Pelagic","",0
"5 072123 3 17","Valdez",145,"2023-07-21",6,4,"F",44,2.4,13,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Yelleye","Demersal","",0
"5 072123 3 6","Valdez",142,"2023-07-21",14,1,"F",46,2.3,9,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 7","Valdez",142,"2023-07-21",14,2,"F",39,1.5,9,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 8","Valdez",142,"2023-07-21",14,3,"F",43,,8,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072123 3 9","Valdez",142,"2023-07-21",14,4,"M",45,,10,,"2",,"Charter","HOOKED UP",465931,,2023,7,21,,"Black","Pelagic","",0
"5 072323 1 10","Valdez",142,"2023-07-23",15,8,"F",50,,11,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 11","Valdez",142,"2023-07-23",15,9,"M",54,3.1,28,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 12","Valdez",142,"2023-07-23",15,10,"M",52,,17,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 13","Valdez",142,"2023-07-23",15,11,"M",50,,11,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 14","Valdez",142,"2023-07-23",15,12,"M",55,,31,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 15","Valdez",142,"2023-07-23",15,13,"M",53,3.1,20,21,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 16","Valdez",142,"2023-07-23",15,14,"M",52,,11,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 17","Valdez",145,"2023-07-23",7,1,"M",55,3.3,22,,"2",,"Private","P1",466002,,2023,7,23,,"Yelleye","Demersal","",0
"5 072323 1 18","Valdez",142,"2023-07-23",15,15,"F",49,2.2,10,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 19","Valdez",142,"2023-07-23",15,16,"M",44,,9,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 2","Valdez",173,"2023-07-23",6,1,"F",45,,,,"",,"Private","P1",466002,,2023,7,23,,"Dark","Pelagic","",0
"5 072323 1 20","Valdez",142,"2023-07-23",15,17,"F",48,,9,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 21","Valdez",142,"2023-07-23",15,18,"M",53,,19,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 22","Valdez",142,"2023-07-23",15,19,"M",53,,17,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 23","Valdez",142,"2023-07-23",15,20,"M",55,3.2,32,,"1",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 24","Valdez",145,"2023-07-23",7,2,"M",56,4.3,26,,"2",,"Private","P1",466002,,2023,7,23,,"Yelleye","Demersal","",0
"5 072323 1 25","Valdez",145,"2023-07-23",7,3,"F",62,5.8,25,25,"2",,"Private","P1",466002,,2023,7,23,,"Yelleye","Demersal","",0
"5 072323 1 3","Valdez",142,"2023-07-23",15,1,"M",50,,16,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 4","Valdez",142,"2023-07-23",15,2,"M",,,9,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 5","Valdez",142,"2023-07-23",15,3,"M",53,,32,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 6","Valdez",142,"2023-07-23",15,4,"M",57,3.7,32,30,"1",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 7","Valdez",142,"2023-07-23",15,5,"M",50,,16,16,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 8","Valdez",142,"2023-07-23",15,6,"M",55,,33,,"1",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072323 1 9","Valdez",142,"2023-07-23",15,7,"M",56,,32,,"2",,"Private","P1",466002,,2023,7,23,,"Black","Pelagic","",0
"5 072523 1 1","Valdez",172,"2023-07-25",3,1,"M",37,1.4,,,"",,"Charter","GAME CHANGER",466033,,2023,7,25,,"Dusky","Pelagic","",0
"5 072523 2 1","Valdez",147,"2023-07-25",17,1,"M",42,,,,"",,"Private","P2",466033,,2023,7,25,,"Quill","Demersal","",0
"5 072523 2 2","Valdez",147,"2023-07-25",17,2,"",41,,,,"",,"Private","P2",466033,,2023,7,25,,"Quill","Demersal","",0
"5 072523 2 3","Valdez",145,"2023-07-25",8,1,"M",46,2,12,,"2",,"Private","P2",466033,,2023,7,25,,"Yelleye","Demersal","",0
"5 072523 2 4","Valdez",147,"2023-07-25",17,3,"F",37,1.4,,,"",,"Private","P2",466033,,2023,7,25,,"Quill","Demersal","",0
"5 072523 2 5","Valdez",147,"2023-07-25",17,4,"F",,1.9,,,"",,"Private","P2",466033,,2023,7,25,,"Quill","Demersal","",0
"5 072623 1 1","Valdez",147,"2023-07-26",18,1,"F",31,,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 10","Valdez",173,"2023-07-26",7,1,"F",39,1.5,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Dark","Pelagic","",0
"5 072623 1 11","Valdez",145,"2023-07-26",9,5,"F",48,2.3,27,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 12","Valdez",147,"2023-07-26",18,4,"M",44,2,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 13","Valdez",145,"2023-07-26",9,6,"F",69,5.2,46,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 14","Valdez",145,"2023-07-26",9,7,"",,,11,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 15","Valdez",173,"2023-07-26",7,2,"M",39,1.6,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Dark","Pelagic","",0
"5 072623 1 16","Valdez",147,"2023-07-26",18,5,"F",33,1.1,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 17","Valdez",147,"2023-07-26",18,6,"F",39,1.5,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 2","Valdez",145,"2023-07-26",9,1,"M",42,1.8,14,14,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 3","Valdez",157,"2023-07-26",3,1,"F",45,1.6,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Silvergr","Slope","",0
"5 072623 1 4","Valdez",147,"2023-07-26",18,2,"M",39,1.5,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 5","Valdez",145,"2023-07-26",9,2,"M",43,1.7,14,14,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 6","Valdez",145,"2023-07-26",9,3,"M",32,1.2,11,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 1 7","Valdez",142,"2023-07-26",16,1,"M",43,1.4,9,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Black","Pelagic","",0
"5 072623 1 8","Valdez",147,"2023-07-26",18,3,"F",38,1.5,,,"",,"Charter","KAI MOANA",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 1 9","Valdez",145,"2023-07-26",9,4,"F",50,2.7,20,,"2",,"Charter","KAI MOANA",466033,,2023,7,26,,"Yelleye","Demersal","",0
"5 072623 2 1","Valdez",173,"2023-07-26",7,3,"M",38,1,,,"",,"Charter","SLAYINATOR",466033,,2023,7,26,,"Dark","Pelagic","",0
"5 072623 2 2","Valdez",173,"2023-07-26",7,4,"F",38,1.1,,,"",,"Charter","SLAYINATOR",466033,,2023,7,26,,"Dark","Pelagic","",0
"5 072623 2 3","Valdez",142,"2023-07-26",16,2,"F",43,1.8,8,,"2",,"Charter","SLAYINATOR",466033,,2023,7,26,,"Black","Pelagic","",0
"5 072623 4 1","Valdez",147,"2023-07-26",18,7,"F",40,1.7,,,"",,"Private","P2",466033,,2023,7,26,,"Quill","Demersal","",0
"5 072623 5 1","Valdez",172,"2023-07-26",4,1,"M",37,1.4,,,"",,"Private","P3",466033,,2023,7,26,,"Dusky","Pelagic","",0
"5 072623 5 2","Valdez",155,"2023-07-26",6,1,"M",44,1.7,,,"",,"Private","P3",466033,,2023,7,26,,"Yelltail","Pelagic","",0
"5 072723 1 1","Valdez",147,"2023-07-27",19,1,"F",45,2.3,,,"",,"Private","P1",466032,,2023,7,27,,"Quill","Demersal","",0
"5 072723 1 2","Valdez",147,"2023-07-27",19,2,"F",44,2.2,,,"",,"Private","P1",466032,,2023,7,27,,"Quill","Demersal","",0
"5 072723 2 10","Valdez",142,"2023-07-27",17,2,"M",50,4.7,16,16,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 11","Valdez",142,"2023-07-27",17,3,"F",45,1.8,9,9,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 12","Valdez",142,"2023-07-27",17,4,"M",56,3,16,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 13","Valdez",142,"2023-07-27",17,5,"M",51,2.7,16,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 14","Valdez",142,"2023-07-27",17,6,"M",56,5.4,31,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 15","Valdez",142,"2023-07-27",17,7,"F",58,3.5,16,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 16","Valdez",142,"2023-07-27",17,8,"M",45,2,9,9,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 17","Valdez",142,"2023-07-27",17,9,"M",55,3.3,31,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 18","Valdez",142,"2023-07-27",17,10,"F",48,2,9,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 2 19","Valdez",145,"2023-07-27",10,1,"F",41,1.9,16,,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 2 9","Valdez",142,"2023-07-27",17,1,"M",56,3.3,27,27,"2",,"Charter","NIKAITCHUK",466002,,2023,7,27,,"Black","Pelagic","",0
"5 072723 3 1","Valdez",145,"2023-07-27",10,2,"M",69,5.1,40,,"2",,"Charter","HOOKED UP",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 3 2","Valdez",145,"2023-07-27",10,3,"F",58,4.1,37,,"2",,"Charter","HOOKED UP",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 3 3","Valdez",145,"2023-07-27",10,4,"F",67,6.1,54,55,"2",,"Charter","HOOKED UP",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 3 4","Valdez",145,"2023-07-27",10,5,"M",68,6.1,37,,"2",,"Charter","HOOKED UP",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 1","Valdez",145,"2023-07-27",10,6,"F",58,4,37,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 2","Valdez",145,"2023-07-27",10,7,"F",59,4,37,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 3","Valdez",145,"2023-07-27",10,8,"M",58,6.3,37,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 4","Valdez",145,"2023-07-27",10,9,"F",62,5,37,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 5","Valdez",145,"2023-07-27",10,10,"F",,4.7,36,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 6","Valdez",145,"2023-07-27",10,11,"M",64,6.2,37,,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 7","Valdez",145,"2023-07-27",10,12,"F",69,6.7,62,62,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 4 8","Valdez",145,"2023-07-27",10,13,"F",46,2.2,25,25,"2",,"Charter","REFLECTION",465932,,2023,7,27,,"Yelleye","Demersal","",0
"5 072723 5 1","Valdez",145,"2023-07-27",10,14,"F",47,2.7,15,,"2",,"Private","P1",466002,,2023,7,27,,"Yelleye","Demersal","",0
"5 073123 2 1","Valdez",147,"2023-07-31",20,1,"F",38,1.6,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 2","Valdez",147,"2023-07-31",20,2,"M",43,2,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 3","Valdez",147,"2023-07-31",20,3,"F",41,1.7,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 4","Valdez",147,"2023-07-31",20,4,"F",41,1.8,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 5","Valdez",147,"2023-07-31",20,5,"M",39,1.4,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 6","Valdez",147,"2023-07-31",20,6,"F",41,1.8,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 2 7","Valdez",147,"2023-07-31",20,7,"M",38,1.5,,,"",,"Private","P1",466033,,2023,7,31,,"Quill","Demersal","",0
"5 073123 3 14","Valdez",145,"2023-07-31",11,1,"F",74,8.4,59,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 15","Valdez",145,"2023-07-31",11,2,"F",69,6.5,60,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 16","Valdez",145,"2023-07-31",11,3,"M",70,6.7,55,55,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 17","Valdez",145,"2023-07-31",11,4,"F",66,5.6,55,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 18","Valdez",145,"2023-07-31",11,5,"F",67,6,54,54,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 19","Valdez",145,"2023-07-31",11,6,"F",72,7.2,61,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 3 20","Valdez",142,"2023-07-31",18,2,"M",57,3.5,41,41,"1",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 21","Valdez",142,"2023-07-31",18,3,"F",50,2.7,15,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 22","Valdez",142,"2023-07-31",18,4,"M",,3.7,31,30,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 23","Valdez",142,"2023-07-31",18,5,"F",49,2.3,11,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 24","Valdez",142,"2023-07-31",18,6,"",57,3.5,29,29,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 25","Valdez",154,"2023-07-31",18,7,"",44,1.9,42,,"1",,"Charter","HOOKED UP",465932,,2023,7,31,,"DuskyDrk","Pelagic","Not black RF",0
"5 073123 3 26","Valdez",142,"2023-07-31",18,8,"M",56,3.5,43,42,"1",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 27","Valdez",142,"2023-07-31",18,9,"M",58,3.5,32,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 28","Valdez",142,"2023-07-31",18,10,"M",49,3,17,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 29","Valdez",142,"2023-07-31",18,11,"F",51,2.7,15,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 30","Valdez",142,"2023-07-31",18,12,"M",54,3.3,32,,"1",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 3 5","Valdez",142,"2023-07-31",18,1,"F",44,2,9,,"2",,"Charter","HOOKED UP",465932,,2023,7,31,,"Black","Pelagic","",0
"5 073123 4 1","Valdez",145,"2023-07-31",11,7,"F",61,5.1,44,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 4 2","Valdez",145,"2023-07-31",11,8,"F",51,2.6,17,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 4 3","Valdez",145,"2023-07-31",11,9,"F",55,3,39,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,7,31,,"Yelleye","Demersal","",0
"5 073123 4 4","Valdez",145,"2023-07-31",11,10,"",63,4.6,40,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,7,31,,"Yelleye","Demersal","",0
"5 080323 2 1","Valdez",142,"2023-08-03",19,1,"F",43,1.9,7,,"2",,"Private","P2",466033,,2023,8,3,,"Black","Pelagic","",0
"5 080323 2 2","Valdez",155,"2023-08-03",7,1,"M",41,1.4,,,"",,"Private","P2",466033,,2023,8,3,,"Yelltail","Pelagic","",0
"5 080323 3 6","Valdez",138,"2023-08-03",11,1,"M",38,1.3,,,"",,"Private","P3",466032,,2023,8,3,,"Copper","Demersal","",0
"5 080323 3 7","Valdez",142,"2023-08-03",19,2,"M",52,2.9,32,,"1",,"Private","P3",466032,,2023,8,3,,"Black","Pelagic","",0
"5 080323 3 8","Valdez",147,"2023-08-03",21,1,"M",42,2,,,"",,"Private","P3",466032,,2023,8,3,,"Quill","Demersal","",0
"5 080323 4 10","Valdez",142,"2023-08-03",19,9,"F",45,2,9,9,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 11","Valdez",142,"2023-08-03",19,10,"M",43,1.8,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 12","Valdez",142,"2023-08-03",19,11,"M",43,1.9,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 13","Valdez",142,"2023-08-03",19,12,"F",47,2.5,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 14","Valdez",142,"2023-08-03",19,13,"F",45,1.9,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 21","Valdez",142,"2023-08-03",19,14,"F",,2.1,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 23","Valdez",145,"2023-08-03",12,1,"",,,21,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 4 24","Valdez",145,"2023-08-03",12,2,"F",51,2.9,20,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 4 25","Valdez",145,"2023-08-03",12,3,"F",61,3.6,37,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 4 26","Valdez",145,"2023-08-03",12,4,"F",58,4.6,38,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 4 27","Valdez",145,"2023-08-03",12,5,"F",53,,28,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 4 3","Valdez",142,"2023-08-03",19,3,"F",,2.5,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 4","Valdez",142,"2023-08-03",19,4,"M",54,3,18,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 5","Valdez",147,"2023-08-03",21,2,"M",46,2.7,,,"",,"Charter","HOOKED UP",465931,,2023,8,3,,"Quill","Demersal","",0
"5 080323 4 6","Valdez",142,"2023-08-03",19,5,"M",44,,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 7","Valdez",142,"2023-08-03",19,6,"F",45,2.9,9,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 8","Valdez",142,"2023-08-03",19,7,"F",52,2.6,14,,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 4 9","Valdez",142,"2023-08-03",19,8,"M",43,1.8,9,9,"2",,"Charter","HOOKED UP",465931,,2023,8,3,,"Black","Pelagic","",0
"5 080323 5 1","Valdez",145,"2023-08-03",12,6,"",47,1.8,20,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 5 2","Valdez",145,"2023-08-03",12,7,"F",40,2.3,13,,"2",,"Charter","ARCTIC SPIRIT",466033,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 6 1","Valdez",145,"2023-08-03",12,8,"F",56,3.1,24,25,"2",,"Charter","ARCTIC WARRIOR",466002,,2023,8,3,,"Yelleye","Demersal","",0
"5 080323 6 2","Valdez",145,"2023-08-03",12,9,"F",79,9.6,47,46,"2",,"Charter","ARCTIC WARRIOR",466002,,2023,8,3,,"Yelleye","Demersal","",0
"5 080623 1 1","Valdez",147,"2023-08-06",22,1,"M",34,1.2,,,"",,"Private","P1",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 1 2","Valdez",147,"2023-08-06",22,2,"F",43,1.9,,,"",,"Private","P1",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 1 3","Valdez",147,"2023-08-06",22,3,"M",38,1.5,,,"",,"Private","P1",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 1 4","Valdez",147,"2023-08-06",22,4,"M",32,1,,,"",,"Private","P1",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 1 5","Valdez",173,"2023-08-06",8,1,"F",30,0.9,,,"",,"Private","P1",466033,,2023,8,6,,"Dark","Pelagic","",0
"5 080623 1 6","Valdez",173,"2023-08-06",8,2,"M",35,1.3,,,"",,"Private","P1",466033,,2023,8,6,,"Dark","Pelagic","",0
"5 080623 2 1","Valdez",145,"2023-08-06",13,1,"F",48,2.2,27,26,"2",,"Private","P2",466033,,2023,8,6,,"Yelleye","Demersal","",0
"5 080623 2 2","Valdez",145,"2023-08-06",13,2,"M",43,1.7,14,,"2",,"Private","P2",466033,,2023,8,6,,"Yelleye","Demersal","",0
"5 080623 2 3","Valdez",145,"2023-08-06",13,3,"M",,4.8,41,,"1",,"Private","P2",466033,,2023,8,6,,"Yelleye","Demersal","",0
"5 080623 3 2","Valdez",147,"2023-08-06",22,5,"",42,1.7,,,"",,"Charter","NIKAITCHUK",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 3 3","Valdez",147,"2023-08-06",22,6,"",41,1.7,,,"",,"Charter","NIKAITCHUK",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 3 4","Valdez",147,"2023-08-06",22,7,"F",45,2,,,"",,"Charter","NIKAITCHUK",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080623 3 5","Valdez",147,"2023-08-06",22,8,"M",41,1.6,,,"",,"Charter","NIKAITCHUK",466033,,2023,8,6,,"Quill","Demersal","",0
"5 080823 1 1","Valdez",173,"2023-08-08",9,1,"F",44,,,,"",,"Private","P1",466033,,2023,8,8,,"Dark","Pelagic","",0
"5 080823 1 10","Valdez",142,"2023-08-08",20,6,"M",46,,9,,"2",,"Private","P1",466033,,2023,8,8,,"Black","Pelagic","",0
"5 080823 1 2","Valdez",173,"2023-08-08",9,2,"F",47,,,,"",,"Private","P1",466033,,2023,8,8,,"Dark","Pelagic","",0
"5 080823 1 3","Valdez",173,"2023-08-08",9,3,"M",44,,,,"",,"Private","P1",466033,,2023,8,8,,"Dark","Pelagic","",0
