SortNum,PORT,PAGE,LINE,SAMPLEID,SEX,LENGTH,NETWT,RNDWT,AGE,AGE2,AGECONF,AGEERR,USER,BOATNAME,STATAREA,CAS,GAF,REMARKS,YEAR,MONTH,DAY,SUB
4516,Valdez,17,21,,F,57,3.329826174,4.438724072,,,,,Charter,HOOKED UP,476002,0,0,,2022,6,27,
4517,Valdez,17,22,,M,81,10.00210418,13.33300246,,,,,Charter,HOOKED UP,476002,0,0,,2022,6,27,
4518,Valdez,17,23,,M,,,,,,,,Charter,HOOKED UP,476002,0,0,NO LENGTH,2022,6,27,
4519,Valdez,17,24,,M,,,,,,,,Charter,HOOKED UP,476002,0,0,NO LENGTH,2022,6,27,
4520,Valdez,17,25,,M,64,4.784940955,6.378420822,,,,,Charter,HOOKED UP,476002,0,0,,2022,6,27,
4521,Valdez,17,26,,M,75,7.860949729,10.47880128,,,,,Charter,HOOKED UP,476002,0,0,,2022,6,27,
4522,Valdez,17,27,,M,67,5.522648429,7.361799458,,,,,Charter,HOOKED UP,476002,0,0,,2022,6,27,
4523,Valdez,17,28,,U,51,2.350866221,3.133751115,,,,,Private,P1,466033,0,0,,2022,6,27,
4524,Valdez,17,29,,F,69,6.055233829,8.071746318,,,,,Private,P2,466032,0,0,,2022,6,27,
4525,Valdez,17,30,,F,83,10.7956226,14.39077819,,,,,Private,P2,466032,0,0,,2022,6,27,
4526,Valdez,17,31,,M,66,5.268728051,7.023318578,,,,,Private,P2,466032,0,0,,2022,6,27,
4527,Valdez,17,32,,M,67,5.522648429,7.361799458,,,,,Private,P2,466032,0,0,,2022,6,27,
4528,Valdez,17,33,,M,70,6.334176049,8.443581807,,,,,Private,P2,466032,0,0,,2022,6,27,
4529,Valdez,17,34,,M,73,7.223269467,9.628760898,,,,,Private,P2,466032,0,0,,2022,6,27,
4530,Valdez,17,35,,M,55,2.977614582,3.969219062,,,,,Private,P2,466032,0,0,,2022,6,27,
4531,Valdez,17,36,,M,61,4.117329729,5.488481869,,,,,Private,P2,466032,0,0,,2022,6,27,
4532,Valdez,17,37,,M,,,,,,,,Private,P2,466032,0,0,NO LENGTH,2022,6,27,
4533,Valdez,17,38,,M,64,4.784940955,6.378420822,,,,,Private,P2,466032,0,0,,2022,6,27,
4534,Valdez,17,39,,M,81,10.00210418,13.33300246,,,,,Private,P2,466032,0,0,,2022,6,27,
4535,Valdez,17,40,,M,68,5.784770866,7.711213845,,,,,Private,P2,466032,0,0,,2022,6,27,
4536,Valdez,17,41,,U,71,6.621736519,8.826905594,,,,,Private,P2,466032,0,0,,2022,6,27,
4537,Valdez,17,42,,U,72,6.918054489,9.221903303,,,,,Private,P2,466032,0,0,,2022,6,27,
4538,Valdez,17,43,,U,66,5.268728051,7.023318578,,,,,Private,P2,466032,0,0,,2022,6,27,
4539,Valdez,18,1,,F,49,2.07418264,2.764926435,,,,,Private,P1,476036,0,0,,2022,6,30,
4540,Valdez,18,2,,F,63,4.554798661,6.071636597,,,,,Private,P1,476036,0,0,BROKEN OTOLITH,2022,6,30,
4541,Valdez,18,3,,F,51,2.350866221,3.133751115,,,,,Private,P2,476035,0,0,,2022,6,30,
4542,Valdez,18,4,,F,60,3.909729203,5.211746266,,,,,Private,P2,476035,0,0,BROKEN OTOLITH,2022,6,30,
4543,Valdez,18,5,,F,60,3.909729203,5.211746266,,,,,Private,P2,476035,0,0,,2022,6,30,
4544,Valdez,18,6,,F,122,36.04454391,48.04808911,,,,,Private,P3,476035,0,0,,2022,6,30,
4545,Valdez,18,7,,F,76,8.193695274,10.92235767,,,,,Private,P3,476035,0,0,,2022,6,30,
4546,Valdez,18,8,,U,67,5.522648429,7.361799458,,,,,Private,P3,476035,0,0,,2022,6,30,
4547,Valdez,18,9,,F,100,19.34342013,25.78516117,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4548,Valdez,18,10,,F,130,43.97197347,58.61550932,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4549,Valdez,18,11,,F,108,24.61215374,32.80848715,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4550,Valdez,18,12,,F,130,43.97197347,58.61550932,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4551,Valdez,18,13,,F,157,79.37782167,105.8122044,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4552,Valdez,18,14,,F,105,22.53490703,30.03947625,,,,,Charter,THE REFLECTION,465932,0,0,,2022,6,30,
4553,Valdez,18,15,,U,64,4.784940955,6.378420822,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4554,Valdez,18,16,,U,64,4.784940955,6.378420822,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4555,Valdez,18,17,,M,58,3.51611349,4.687048744,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4556,Valdez,18,18,,M,64,4.784940955,6.378420822,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4557,Valdez,18,19,,M,73,7.223269467,9.628760898,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4558,Valdez,18,20,,M,63,4.554798661,6.071636597,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4559,Valdez,18,21,,F,,,,,,,,Charter,HOOKED UP,475932,0,0,NO WEIGHT; NO LENGTH,2022,6,30,
4560,Valdez,18,22,,F,103,21.21845597,28.28462099,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4561,Valdez,18,23,,F,128,41.88904599,55.83892584,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4562,Valdez,18,24,,F,,,,,,,,Charter,HOOKED UP,475932,0,0,NO WEIGHT; NO LENGTH,2022,6,30,
4563,Valdez,18,25,,F,101,19.9553415,26.60086445,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4564,Valdez,18,26,,F,81,10.00210418,13.33300246,,,,,Charter,HOOKED UP,475932,0,0,,2022,6,30,
4565,Valdez,18,27,,F,103,21.21845597,28.28462099,,,,,Charter,BOLD EAGLE,465932,0,0,,2022,6,30,
4566,Valdez,18,28,,F,102,20.58030478,27.43395285,,,,,Charter,BOLD EAGLE,465932,0,0,,2022,6,30,
4567,Valdez,18,29,,F,135,49.48549968,65.96514868,,,,,Charter,BOLD EAGLE,465932,0,0,NO OTOLITH,2022,6,30,
4568,Valdez,18,30,,F,130,43.97197347,58.61550932,,,,,Charter,BOLD EAGLE,465932,0,0,,2022,6,30,
4569,Valdez,19,1,,F,105,22.53490703,30.03947625,,,,,Private,P1,466032,0,0,,2022,7,1,
4570,Valdez,19,2,,M,73,7.223269467,9.628760898,,,,,Private,P1,466032,0,0,,2022,7,1,
4571,Valdez,19,3,,M,52,2.498180017,3.330123315,,,,,Private,P1,466032,0,0,,2022,7,1,
4572,Valdez,19,4,,F,59,3.709369195,4.944662417,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4573,Valdez,19,5,,F,57,3.329826174,4.438724072,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4574,Valdez,19,6,,F,139,54.22125797,72.27800804,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4575,Valdez,19,7,,F,91,14.39901627,19.19417315,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4576,Valdez,19,8,,F,114,29.15046247,38.85814235,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4577,Valdez,19,9,,M,84,11.20798213,14.9404616,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4578,Valdez,19,10,,M,88,12.96474647,17.28226317,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4579,Valdez,19,11,,M,65,5.022871535,6.695586986,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4580,Valdez,19,12,,M,68,5.784770866,7.711213845,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4581,Valdez,19,13,,M,66,5.268728051,7.023318578,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4582,Valdez,19,14,,M,63,4.554798661,6.071636597,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4583,Valdez,19,15,,M,91,14.39901627,19.19417315,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,1,
4584,Valdez,20,1,,F,118,32.47311476,43.2873035,,,,,Private,P1,466100,0,0,,2022,7,3,
4585,Valdez,21,1,,F,148,65.98609587,87.96076938,,,,,Private,P1,466100,0,0,,2022,7,6,
4586,Valdez,21,2,,F,117,31.61950099,42.14941948,,,,,Private,P2,476035,0,0,,2022,7,6,
4587,Valdez,21,3,,M,105,22.53490703,30.03947625,,,,,Private,P2,476035,0,0,,2022,7,6,
4588,Valdez,21,4,,M,,,,,,,,Private,P2,476035,0,0,NO LENGTH,2022,7,6,
4589,Valdez,21,5,,M,81,10.00210418,13.33300246,,,,,Private,P2,476035,0,0,,2022,7,6,
4590,Valdez,21,6,,M,82,10.39371065,13.85502163,,,,,Private,P2,476035,0,0,,2022,7,6,
4591,Valdez,21,7,,M,90,13.90952563,18.54167245,,,,,Private,P2,476035,0,0,BROKEN OTOLITH,2022,7,6,
4592,Valdez,21,8,,U,47,1.82053721,2.426812066,,,,,Private,P3,466032,0,0,,2022,7,6,
4593,Valdez,22,1,,F,70,6.334176049,8.443581807,,,,,Charter,LENA CLAIRE,466032,0,0,,2022,7,9,
4594,Valdez,22,2,,M,70,6.334176049,8.443581807,,,,,Charter,LENA CLAIRE,466032,0,0,,2022,7,9,
4595,Valdez,22,3,,U,51,2.350866221,3.133751115,,,,,Charter,LENA CLAIRE,466032,0,0,,2022,7,9,
4596,Valdez,22,4,,U,64,4.784940955,6.378420822,,,,,Charter,LENA CLAIRE,466032,0,0,,2022,7,9,
4597,Valdez,22,5,,F,67,5.522648429,7.361799458,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4598,Valdez,22,6,,F,64,4.784940955,6.378420822,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4599,Valdez,22,7,,F,55,2.977614582,3.969219062,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4600,Valdez,22,8,,M,63,4.554798661,6.071636597,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4601,Valdez,22,9,,M,74,7.537521211,10.04766468,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4602,Valdez,22,10,,M,83,10.7956226,14.39077819,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4603,Valdez,22,11,,M,74,7.537521211,10.04766468,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4604,Valdez,22,12,,M,71,6.621736519,8.826905594,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4605,Valdez,22,13,,M,71,6.621736519,8.826905594,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4606,Valdez,22,14,,M,60,3.909729203,5.211746266,,,,,Charter,SEA HUNTER,466032,0,0,,2022,7,9,
4607,Valdez,22,15,,F,85,11.63093161,15.50426161,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4608,Valdez,22,16,,F,65,5.022871535,6.695586986,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4609,Valdez,22,17,,F,61,4.117329729,5.488481869,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4610,Valdez,22,18,,F,58,3.51611349,4.687048744,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4611,Valdez,22,19,,F,59,3.709369195,4.944662417,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4612,Valdez,22,20,,F,78,8.887699676,11.84747925,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4613,Valdez,22,21,,F,56,3.150371639,4.199507631,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4614,Valdez,22,22,,F,58,3.51611349,4.687048744,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4615,Valdez,22,23,,M,64,4.784940955,6.378420822,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4616,Valdez,22,24,,M,70,6.334176049,8.443581807,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4617,Valdez,22,25,,M,74,7.537521211,10.04766468,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4618,Valdez,22,26,,M,74,7.537521211,10.04766468,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4619,Valdez,22,27,,U,58,3.51611349,4.687048744,,,,,Charter,HOOKED UP,466003,0,0,,2022,7,9,
4620,Valdez,22,28,,M,65,5.022871535,6.695586986,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4621,Valdez,22,29,,M,68,5.784770866,7.711213845,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4622,Valdez,22,30,,M,61,4.117329729,5.488481869,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4623,Valdez,22,31,,M,54,2.811420018,3.747678425,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4624,Valdez,22,32,,M,68,5.784770866,7.711213845,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4625,Valdez,22,33,,M,67,5.522648429,7.361799458,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4626,Valdez,22,34,,M,74,7.537521211,10.04766468,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4627,Valdez,22,35,,M,61,4.117329729,5.488481869,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4628,Valdez,22,36,,M,53,2.651653278,3.534706204,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4629,Valdez,22,37,,M,62,4.332307282,5.775051193,,,,,Charter,NUNATAK,466033,0,0,,2022,7,9,
4630,Valdez,23,1,,F,76,8.193695274,10.92235767,,,,,Private,P1,466033,0,0,,2022,7,12,
4631,Valdez,23,2,,F,73,7.223269467,9.628760898,,,,,Private,P1,466033,0,0,,2022,7,12,
4632,Valdez,23,3,,F,118,32.47311476,43.2873035,,,,,Private,P1,466033,0,0,,2022,7,12,
4633,Valdez,23,4,,F,108,24.61215374,32.80848715,,,,,Private,P1,466033,0,0,,2022,7,12,
4634,Valdez,23,5,,F,62,4.332307282,5.775051193,,,,,Private,P1,466033,0,0,,2022,7,12,
4635,Valdez,23,6,,F,71,6.621736519,8.826905594,,,,,Private,P1,466033,0,0,,2022,7,12,
4636,Valdez,23,7,,F,72,6.918054489,9.221903303,,,,,Private,P1,466033,0,0,,2022,7,12,
4637,Valdez,23,8,,F,60,3.909729203,5.211746266,,,,,Private,P1,466033,0,0,,2022,7,12,
4638,Valdez,23,9,,F,75,7.860949729,10.47880128,,,,,Private,P1,466033,0,0,,2022,7,12,
4639,Valdez,23,10,,U,97,17.58445015,23.44041943,,,,,Private,P1,466033,0,0,,2022,7,12,
4640,Valdez,23,11,,F,60,3.909729203,5.211746266,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4641,Valdez,23,12,,F,143,59.25637251,78.98991519,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4642,Valdez,23,13,,F,65,5.022871535,6.695586986,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4643,Valdez,23,14,,M,81,10.00210418,13.33300246,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4644,Valdez,23,15,,M,79,9.249240246,12.32941997,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4645,Valdez,23,16,,M,77,8.535898344,11.37852112,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4646,Valdez,23,17,,M,68,5.784770866,7.711213845,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4647,Valdez,23,18,,M,87,12.50917088,16.67497191,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4648,Valdez,23,19,,M,84,11.20798213,14.9404616,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4649,Valdez,23,20,,M,64,4.784940955,6.378420822,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4650,Valdez,23,21,,M,65,5.022871535,6.695586986,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4651,Valdez,23,22,,U,59,3.709369195,4.944662417,,,,,Charter,CHRISTIE LYNNIE,475932,0,0,,2022,7,12,
4652,Valdez,23,23,,F,70,6.334176049,8.443581807,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4653,Valdez,23,24,,M,66,5.268728051,7.023318578,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4654,Valdez,23,25,,M,68,5.784770866,7.711213845,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4655,Valdez,23,26,,M,68,5.784770866,7.711213845,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4656,Valdez,23,27,,M,72,6.918054489,9.221903303,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4657,Valdez,23,28,,M,69,6.055233829,8.071746318,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4658,Valdez,23,29,,M,62,4.332307282,5.775051193,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4659,Valdez,23,30,,M,72,6.918054489,9.221903303,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4660,Valdez,23,31,,M,66,5.268728051,7.023318578,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4661,Valdez,23,32,,M,69,6.055233829,8.071746318,,,,,Charter,NO NAME,466032,0,0,,2022,7,12,
4662,Valdez,24,1,,F,63,4.554798661,6.071636597,,,,,Private,P2,466100,0,0,,2022,7,13,
4663,Valdez,24,2,,F,57,3.329826174,4.438724072,,,,,Private,P3,466031,0,0,,2022,7,13,
4664,Valdez,24,3,,F,52,2.498180017,3.330123315,,,,,Private,P3,466031,0,0,,2022,7,13,
4665,Valdez,24,4,,M,51,2.350866221,3.133751115,,,,,Private,P3,466031,0,0,,2022,7,13,
4666,Valdez,24,5,,M,56,3.150371639,4.199507631,,,,,Private,P3,466031,0,0,,2022,7,13,
4667,Valdez,24,6,,M,69,6.055233829,8.071746318,,,,,Private,P3,466031,0,0,,2022,7,13,
4668,Valdez,24,7,,M,61,4.117329729,5.488481869,,,,,Private,P3,466031,0,0,,2022,7,13,
4669,Valdez,24,8,,M,56,3.150371639,4.199507631,,,,,Private,P3,466031,0,0,,2022,7,13,
4670,Valdez,24,9,,U,68,5.784770866,7.711213845,,,,,Private,P3,466031,0,0,,2022,7,13,
4671,Valdez,24,10,,U,73,7.223269467,9.628760898,,,,,Private,P3,466031,0,0,,2022,7,13,
4672,Valdez,24,11,,U,47,1.82053721,2.426812066,,,,,Private,P3,466031,0,0,,2022,7,13,
4673,Valdez,25,1,,F,134,48.34719512,64.44776621,,,,,Charter,HALIBUT GROVE,475932,0,0,,2022,7,22,
4674,Valdez,25,2,,F,134,48.34719512,64.44776621,,,,,Charter,HALIBUT GROVE,475932,0,0,,2022,7,22,
4675,Valdez,25,3,,F,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4676,Valdez,25,4,,M,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4677,Valdez,25,5,,M,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4678,Valdez,25,6,,M,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4679,Valdez,25,7,,M,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4680,Valdez,25,8,,M,,,,,,,,Charter,HALIBUT GROVE,475932,0,0,NO WEIGHT; NO LENGTH,2022,7,22,
4681,Valdez,25,9,,F,74,7.537521211,10.04766468,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4682,Valdez,25,10,,F,62,4.332307282,5.775051193,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4683,Valdez,25,11,,F,85,11.63093161,15.50426161,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4684,Valdez,25,12,,F,95,16.47434472,21.96062696,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4685,Valdez,25,13,,F,56,3.150371639,4.199507631,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4686,Valdez,25,14,,F,89,13.43148357,17.90443295,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4687,Valdez,25,15,,F,84,11.20798213,14.9404616,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4688,Valdez,25,16,,F,65,5.022871535,6.695586986,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4689,Valdez,25,17,,M,65,5.022871535,6.695586986,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4690,Valdez,25,18,,M,84,11.20798213,14.9404616,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4691,Valdez,25,19,,U,57,3.329826174,4.438724072,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4692,Valdez,25,20,,U,56,3.150371639,4.199507631,,,,,Charter,HOOKED UP,476002,0,0,,2022,7,22,
4693,Valdez,25,21,,F,82,10.39371065,13.85502163,,,,,Private,P1,466033,0,0,,2022,7,22,
4694,Valdez,26,1,,F,59,3.709369195,4.944662417,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4695,Valdez,26,2,,F,83,10.7956226,14.39077819,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4696,Valdez,26,3,,F,101,19.9553415,26.60086445,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4697,Valdez,26,4,,F,70,6.334176049,8.443581807,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4698,Valdez,26,5,,F,63,4.554798661,6.071636597,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4699,Valdez,26,6,,F,65,5.022871535,6.695586986,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4700,Valdez,26,7,,F,90,13.90952563,18.54167245,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4701,Valdez,26,8,,U,64,4.784940955,6.378420822,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4702,Valdez,26,9,,U,71,6.621736519,8.826905594,,,,,Charter,CHRISTIE LYNNIE,466003,0,0,,2022,7,24,
4703,Valdez,27,1,,F,126,39.87429988,53.15322948,,,,,Private,P1,476035,0,0,,2022,7,26,
4704,Valdez,27,2,,F,57,3.329826174,4.438724072,,,,,Private,P2,466033,0,0,,2022,7,26,
4705,Valdez,27,3,,F,70,6.334176049,8.443581807,,,,,Private,P2,466033,0,0,,2022,7,26,
4706,Valdez,27,4,,M,68,5.784770866,7.711213845,,,,,Private,P2,466033,0,0,,2022,7,26,
4707,Valdez,27,5,,U,60,3.909729203,5.211746266,,,,,Private,P2,466033,0,0,,2022,7,26,
4708,Valdez,27,6,,U,47,1.82053721,2.426812066,,,,,Private,P2,466033,0,0,,2022,7,26,
4709,Valdez,27,7,,F,95,16.47434472,21.96062696,,,,,Private,P3,466032,0,0,,2022,7,26,
4710,Valdez,27,8,,F,63,4.554798661,6.071636597,,,,,Private,P3,466032,0,0,,2022,7,26,
4711,Valdez,27,9,,F,92,14.90009935,19.86212679,,,,,Private,P3,466032,0,0,,2022,7,26,
4712,Valdez,27,10,,F,121,35.12784224,46.82610766,,,,,Private,P3,466032,0,0,,2022,7,26,
4713,Valdez,27,11,,F,74,7.537521211,10.04766468,,,,,Private,P3,466032,0,0,,2022,7,26,
4714,Valdez,27,12,,F,64,4.784940955,6.378420822,,,,,Private,P3,466032,0,0,,2022,7,26,
4715,Valdez,27,13,,F,75,7.860949729,10.47880128,,,,,Private,P3,466032,0,0,,2022,7,26,
4716,Valdez,27,14,,F,68,5.784770866,7.711213845,,,,,Private,P3,466032,0,0,,2022,7,26,
4717,Valdez,27,15,,M,64,4.784940955,6.378420822,,,,,Private,P3,466032,0,0,,2022,7,26,
4718,Valdez,27,16,,F,151,70.26371522,93.66292048,,,,,Private,P4,476031,0,0,,2022,7,26,
4719,Valdez,27,17,,F,74,7.537521211,10.04766468,,,,,Private,P4,476031,0,0,,2022,7,26,
4720,Valdez,27,18,,F,78,8.887699676,11.84747925,,,,,Private,P4,476031,0,0,,2022,7,26,
4721,Valdez,27,19,,F,84,11.20798213,14.9404616,,,,,Private,P4,476031,0,0,,2022,7,26,
4722,Valdez,27,20,,F,58,3.51611349,4.687048744,,,,,Private,P4,476031,0,0,,2022,7,26,
4723,Valdez,27,21,,F,81,10.00210418,13.33300246,,,,,Private,P4,476031,0,0,,2022,7,26,
4724,Valdez,27,22,,F,77,8.535898344,11.37852112,,,,,Private,P4,476031,0,0,,2022,7,26,
4725,Valdez,27,23,,M,80,9.620661265,12.82453153,,,,,Private,P4,476031,0,0,,2022,7,26,
4726,Valdez,27,24,,M,87,12.50917088,16.67497191,,,,,Private,P4,476031,0,0,,2022,7,26,
4727,Valdez,27,25,,M,79,9.249240246,12.32941997,,,,,Private,P4,476031,0,0,,2022,7,26,
4728,Valdez,27,26,,F,82,10.39371065,13.85502163,,,,,Private,P5,466032,0,0,,2022,7,26,
4729,Valdez,27,27,,M,60,3.909729203,5.211746266,,,,,Private,P5,466032,0,0,,2022,7,26,
4730,Valdez,27,28,,M,73,7.223269467,9.628760898,,,,,Private,P5,466032,0,0,,2022,7,26,
4731,Valdez,28,1,,F,154,74.72623834,99.61155195,,,,,Private,P1,466033,0,0,,2022,7,27,
4732,Valdez,28,2,,M,63,4.554798661,6.071636597,,,,,Private,P1,466033,0,0,,2022,7,27,
4733,Valdez,28,3,,U,63,4.554798661,6.071636597,,,,,Private,P1,466033,0,0,,2022,7,27,
4734,Valdez,28,4,,F,56,3.150371639,4.199507631,,,,,Private,P2,466033,0,0,,2022,7,27,
4735,Valdez,28,5,,M,69,6.055233829,8.071746318,,,,,Private,P3,466033,0,0,,2022,7,27,
4736,Valdez,28,6,,F,60,3.909729203,5.211746266,,,,,Private,P4,476033,0,0,,2022,7,27,
4737,Valdez,28,7,,F,81,10.00210418,13.33300246,,,,,Private,P4,476033,0,0,,2022,7,27,
4738,Valdez,28,8,,M,71,6.621736519,8.826905594,,,,,Private,P5,466032,0,0,,2022,7,27,
4739,Valdez,28,9,,M,68,5.784770866,7.711213845,,,,,Private,P5,466032,0,0,,2022,7,27,
4740,Valdez,28,10,,M,66,5.268728051,7.023318578,,,,,Private,P5,466032,0,0,,2022,7,27,
4741,Valdez,28,11,,M,69,6.055233829,8.071746318,,,,,Private,P5,466032,0,0,,2022,7,27,
4742,Valdez,28,12,,F,111,26.8160118,35.7462735,,,,,Private,P5,466032,0,0,,2022,7,27,
4743,Valdez,28,13,,F,80,9.620661265,12.82453153,,,,,Private,P5,466032,0,0,,2022,7,27,
4744,Valdez,28,14,,F,95,16.47434472,21.96062696,,,,,Private,P5,466032,0,0,,2022,7,27,
4745,Valdez,28,15,,F,76,8.193695274,10.92235767,,,,,Private,P5,466032,0,0,,2022,7,27,
4746,Valdez,28,16,,F,70,6.334176049,8.443581807,,,,,Private,P5,466032,0,0,,2022,7,27,
4747,Valdez,28,17,,F,68,5.784770866,7.711213845,,,,,Private,P5,466032,0,0,,2022,7,27,
4748,Valdez,29,1,,F,135,49.48549968,65.96514868,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,28,
4749,Valdez,29,2,,F,102,20.58030478,27.43395285,,,,,Charter,HOOKED UP,475932,0,0,,2022,7,28,
