"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","LEN_VER","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNUM","GF_area","LC_area"
"8062","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","07",840,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"8063","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","08",880,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,88,16.0160363013939,13.8131493343522,18.3714886146885,NA,"SSEI","SSEIW"
"8064","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","09",1255,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,125.5,50.586759293243,43.6289258658637,58.0264714015987,NA,"SSEI","SSEIW"
"8065","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","10",855,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,85.5,14.5881895772432,12.5816923336246,16.7336508037207,NA,"SSEI","SSEIW"
"8066","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","11",755,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"8067","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","12",820,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEI","SSEIW"
"8068","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","13",755,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"8069","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123859","14",1530,"STF","",26,NA,1,"Private","SF",8,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,153,96.1239087680038,82.9027782797002,110.260695112001,NA,"SSEI","SSEIW"
"8070","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","01",650,"STF","",26,NA,1,"Private","SF",3,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEI","SSEIW"
"8071","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","02",795,"STF","",26,NA,1,"Private","SF",3,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,79.5,11.5244626193897,9.93935828841346,13.2193465235899,NA,"SSEI","SSEIW"
"8072","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","03",810,"STF","",26,NA,1,"Private","SF",3,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEI","SSEIW"
"8073","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","04",1165,"STF","",26,NA,1,"Private","SF",3,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,116.5,39.7490894838013,34.2818971318448,45.5949231853536,NA,"SSEI","SSEIW"
"8074","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","05",660,"STF","",26,NA,1,"Private","SF",3,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"8075","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","06",750,"STF","",24,NA,1,"Private","SF",4,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8076","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","07",1020,"STF","",24,NA,1,"Private","SF",4,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",9,102,25.8401924146095,22.2860656615977,29.6404673299249,NA,"SSEI","SSEIW"
"8077","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","08",750,"STF","",24,NA,1,"Private","SF",4,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8078","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","09",735,"STF","",24,NA,1,"Private","SF",4,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",9,73.5,8.93721416866509,7.70796666676608,10.2515956667989,NA,"SSEI","SSEIW"
"8079","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","10",860,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,86,14.8664121475711,12.8216474535934,17.0527911132793,NA,"SSEI","SSEIW"
"8080","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","11",750,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8081","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","12",795,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,79.5,11.5244626193897,9.93935828841346,13.2193465235899,NA,"SSEI","SSEIW"
"8082","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","13",755,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"8083","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","14",1095,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,109.5,32.5186818331691,28.0459784096992,37.3011512849,NA,"SSEI","SSEIW"
"8084","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","15",850,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"8085","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","16",935,"STF","",25,NA,1,"Private","SF",6,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,93.5,19.4921976273653,16.8111904602808,22.3588833121734,NA,"SSEI","SSEIW"
"8086","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","17",1000,"STF","",25,NA,1,"Private","SF",7,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,100,24.2343394485858,20.9010858569024,27.7984441896802,NA,"SSEI","SSEIW"
"8087","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","18",880,"STF","",25,NA,1,"Private","SF",7,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,88,16.0160363013939,13.8131493343522,18.3714886146885,NA,"SSEI","SSEIW"
"8088","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","19",945,"STF","",25,NA,1,"Private","SF",7,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,94.5,20.175775942485,17.4007476497616,23.1429943741829,NA,"SSEI","SSEIW"
"8089","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-13,1,NA,18,22,37,7,NA,13,"C","00123863","20",1120,"STF","",25,NA,1,"Private","SF",7,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,112,34.9862649065803,30.174163738861,40.1316377726851,NA,"SSEI","SSEIW"
"8090","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","01",890,"STF","",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"8091","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","02",740,"STF","",11,NA,1,"Private","SF",18,"","2C",101412,"10141","101","41","101-41","","Creel Sampler","N_A",9,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEI","SSEIW"
"8092","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","03",750,"STF","",11,NA,1,"Private","SF",18,"","2C",101412,"10141","101","41","101-41","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8093","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","04",770,"STF","",11,NA,1,"Private","SF",18,"","2C",101412,"10141","101","41","101-41","","Creel Sampler","N_A",9,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEI","SSEIW"
"8094","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","05",1020,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,102,25.8401924146095,22.2860656615977,29.6404673299249,NA,"SSEI","SSEIW"
"8095","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","06",980,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,98,22.6988404372717,19.5767833424166,26.037121845414,NA,"SSEI","SSEIW"
"8096","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","07",950,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"SSEI","SSEIW"
"8097","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","08",850,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"8098","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","09",890,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"8099","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","10",750,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8100","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","11",770,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEI","SSEIW"
"8101","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123984","12",790,"STF","",12,NA,1,"Private","SF",22,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEI","SSEIW"
"8102","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","01",850,"STF","",7,NA,1,"Private","SF",3,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"8103","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","02",780,"STF","",7,NA,1,"Private","SF",3,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",9,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEI","SSEIW"
"8104","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","03",760,"STF","",7,NA,1,"Private","SF",3,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",9,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"8105","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","04",1010,"STF","",12,NA,1,"Private","SF",5,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,101,25.0283625747782,21.5858969931053,28.7092430008301,NA,"SSEI","SSEIW"
"8106","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","05",680,"STF","",11,NA,1,"Private","SF",9,"","2C",101412,"10141","101","41","101-41","","Creel Sampler","N_A",9,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEIW"
"8107","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","06",740,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,74,9.13570271299549,7.87915458445051,10.4792755973192,NA,"SSEI","SSEIW"
"8108","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","07",730,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
"8109","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","08",680,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEIW"
"8110","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","09",650,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEI","SSEIW"
"8111","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","10",700,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEIW"
"8112","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","11",850,"STF","",28,NA,1,"Private","SF",11,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"8113","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","12",770,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEI","SSEIW"
"8114","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","13",870,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,87,15.4338247731885,13.3110166823064,17.7036521874675,NA,"SSEI","SSEIW"
"8115","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","14",840,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"8116","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","15",830,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEIW"
"8117","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","16",890,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"8118","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","17",890,"STF","",26,NA,1,"Private","SF",12,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"8119","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","18",730,"STF","",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
"8120","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","19",760,"STF","",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"8121","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,7,NA,2,"C","00123986","20",1190,"STF","",26,NA,1,"Private","SF",14,"","2C",101210,"10121","101","21","101-21","","Creel Sampler","N_A",9,119,42.5797729830987,36.7232411172277,48.8419106859128,NA,"SSEI","SSEIW"
"8122","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","01",660,"STF","",4,NA,1,"Private","SF",7,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"8123","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","02",710,"STF","",4,NA,1,"Private","SF",7,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEI","SSEIW"
"8124","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","03",550,"STF","",4,NA,1,"Private","SF",8,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,55,3.49306205215912,3.01261728261902,4.0067809858833,NA,"SSEI","SSEIW"
"8125","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","04",850,"STF","",4,NA,1,"Private","SF",8,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"8126","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","05",750,"STF","",4,NA,1,"Private","SF",8,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8127","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","06",755,"STF","",4,NA,1,"Private","SF",8,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"8128","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","07",630,"STF","",4,NA,1,"Private","SF",8,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",9,63,5.42368635597346,4.67769853713618,6.22133905439112,NA,"SSEI","SSEIW"
"8129","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","08",680,"STF","",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",9,68,6.94640441261685,5.99097802244174,7.96800076984751,NA,"SSEI","SSEIW"
"8130","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","09",695,"STF","",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",9,69.5,7.45524557430893,6.42983185753865,8.5516763705264,NA,"SSEI","SSEIW"
"8131","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","10",750,"STF","",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",9,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"8132","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","11",650,"STF","",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",9,65,6.00164719885555,5.17616515408831,6.88429965493745,NA,"SSEI","SSEIW"
"8133","Marine Boat","KETCHIKAN","200","A",81,2014,2014-09-14,1,NA,18,22,38,4,NA,13,"C","00123853","12",620,"STF","",NA,NA,1,"Private","SF",21,"","2C",999999,"","","","","Cannot Fix","Creel Sampler","N_A",9,62,5.14968021090387,4.44137990441386,5.90703527287044,NA,"",""
"8134","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-03,1,NA,9,3,18,4,3,6,"A","00118074","01",980,"STF","",25,NA,1,"Private","SF",1,"","2C",108410,"10841","108","41","108-41","","Creel Sampler","N_A",5,98,22.6988404372717,19.5767833424166,26.037121845414,NA,"SSEI","SSEIW"
"8135","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-04,1,NA,9,3,19,4,3,6,"C","00118073","01",725,"STF","",4,NA,1,"Private","SF",1,"","2C",108600,"10860","108","60","108-60","","Creel Sampler","N_A",5,72.5,8.54921675080914,7.37333541510483,9.80653610208943,NA,"SSEI","SSEIW"
"8136","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-04,1,NA,9,3,19,4,3,6,"C","00118073","02",705,"STF","",28,NA,1,"Private","SF",3,"","2C",110140,"11014","110","14","110-14","","Creel Sampler","N_A",5,70.5,7.80843367563802,6.73444155590393,8.95680726935223,NA,"NSEI","NSEI"
"8137","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-10,1,NA,9,4,19,4,3,6,"C","00118065","01",1350,"STF","",27,NA,1,"Private","SF",1,"","2C",110120,"11012","110","12","110-12","","Creel Sampler","N_A",5,135,64.0785383269988,55.2650107917659,73.5024643530487,NA,"NSEI","NSEI"
"8138","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-18,1,NA,10,5,21,4,3,6,"A","00118070","01",995,"STF","",27,NA,1,"Private","SF",3,"","2C",110120,"11012","110","12","110-12","","Creel Sampler","N_A",5,99.5,23.8439371465098,20.5643804950032,27.3506260583543,NA,"NSEI","NSEI"
"8139","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-19,1,NA,10,6,21,4,3,6,"C","00118063","01",985,"STF","",24,NA,1,"Private","SF",1,"","2C",106420,"10642","106","42","106-42","","Creel Sampler","N_A",5,98.5,23.0762148370295,19.9022526933047,26.4699960820953,NA,"SSEI","SSEIW"
"8140","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-24,3,NA,10,6,21,4,3,6,"C","00118059","01",720,"STF","",25,NA,1,"Private","SF",3,"","2C",108410,"10841","108","41","108-41","","Creel Sampler","N_A",5,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEIW"
"8141","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-24,3,NA,10,6,21,4,3,6,"C","00118059","02",745,"STF","",25,NA,1,"Private","SF",24,"","2C",108410,"10841","108","41","108-41","","Creel Sampler","N_A",5,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"8142","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-25,3,NA,10,6,22,4,1,6,"C","00118057","01",890,"STF","",25,NA,1,"Private","SF",24,"","2C",108410,"10841","108","41","108-41","","Creel Sampler","N_A",5,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"8143","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-25,3,NA,10,6,22,4,1,6,"C","00118057","02",950,"STF","",25,NA,1,"Private","SF",24,"","2C",108410,"10841","108","41","108-41","","Creel Sampler","N_A",5,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"SSEI","SSEIW"
"8144","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-29,1,NA,11,7,22,4,3,6,"A","00118056","01",785,"STF","",4,NA,1,"Private","SF",2,"","2C",108600,"10860","108","60","108-60","","Creel Sampler","N_A",5,78.5,11.0613688531761,9.53995963395614,12.6881463131617,NA,"SSEI","SSEIW"
"8145","Marine Boat","PETERSBURG","200","C",82,2014,2014-05-29,1,NA,11,7,22,4,3,6,"A","00118056","02",760,"STF","",4,NA,1,"Private","SF",2,"","2C",108600,"10860","108","60","108-60","","Creel Sampler","N_A",5,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
