"","SUB","YEAR","MONTH","DAY","PAGE","AGECONF","LINE","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"4844",NA,2000,7,31,34,NA,28,NA,"","F",119,NA,475932,"Charter","Valdez",0,36.7,48.8
"4845",NA,2000,7,31,34,NA,29,NA,"","F",107,NA,475932,"Charter","Valdez",0,26,34.6
"4846",NA,2000,7,31,34,NA,30,14,"","F",161,NA,465932,"Charter","Valdez",0,97.8,130.1
"4847",NA,2000,8,6,35,NA,1,4,"","F",62,NA,466033,"Private","Valdez",0,4.4,5.9
"4848",NA,2000,8,6,35,NA,2,7,"","F",67,NA,466033,"Private","Valdez",0,5.7,7.6
"4849",NA,2000,8,6,35,NA,3,6,"","F",76,NA,466033,"Private","Valdez",0,8.6,11.4
"4850",NA,2000,8,6,35,NA,4,8,"","F",90,NA,466033,"Private","Valdez",0,14.9,19.8
"4851",NA,2000,8,6,35,NA,5,4,"","M",55,NA,466033,"Private","Valdez",0,3,4
"4852",NA,2000,8,6,35,NA,6,8,"","M",68,NA,466033,"Private","Valdez",0,6,8
"4853",NA,2000,8,6,35,NA,7,7,"","F",95,NA,466033,"Private","Valdez",0,17.7,23.5
"4854",NA,2000,8,6,35,NA,8,6,"","F",90,NA,466033,"Private","Valdez",0,14.9,19.8
"4855",NA,2000,8,6,35,NA,9,7,"","F",86,NA,466033,"Private","Valdez",0,12.8,17.1
"4856",NA,2000,8,6,35,NA,10,12,"","F",156,NA,466033,"Private","Valdez",0,88.3,117.4
"4857",NA,2000,8,6,35,NA,11,NA,"","F",110,NA,465932,"Charter","Valdez",0,28.5,37.9
"4858",NA,2000,8,6,35,NA,12,8,"","F",105,NA,465932,"Charter","Valdez",0,24.5,32.6
"4859",NA,2000,8,6,35,NA,13,15,"","F",105,NA,465932,"Charter","Valdez",0,24.5,32.6
"4860",NA,2000,8,6,35,NA,14,NA,"I","F",107,NA,465932,"Charter","Valdez",0,26,34.6
"4861",NA,2000,8,6,35,NA,15,9,"","F",117,NA,465932,"Charter","Valdez",0,34.8,46.2
"4862",NA,2000,8,6,35,NA,16,13,"","F",100,NA,465932,"Charter","Valdez",0,20.9,27.8
"4863",NA,2000,8,6,35,NA,17,NA,"","F",131,NA,466003,"Charter","Valdez",0,50.1,66.7
"4864",NA,2000,8,6,35,NA,18,NA,"","F",131,NA,466003,"Charter","Valdez",0,50.1,66.7
"4865",NA,2000,8,6,35,NA,19,9,"","F",116,NA,466003,"Charter","Valdez",0,33.8,45
"4866",NA,2000,8,6,35,NA,20,NA,"","F",114,NA,466003,"Charter","Valdez",0,32,42.5
"4867",NA,2000,8,8,36,NA,1,13,"","F",133,NA,466033,"Private","Valdez",0,52.7,70
"4868",NA,2000,8,8,36,NA,2,9,"","F",90,NA,466033,"Private","Valdez",0,14.9,19.8
"4869",NA,2000,8,8,36,NA,3,11,"","M",81,NA,466100,"Private","Valdez",0,10.6,14
"4870",NA,2000,8,8,36,NA,4,13,"","F",119,NA,466100,"Private","Valdez",0,36.7,48.8
"4871",NA,2000,8,9,37,NA,1,14,"","F",175,NA,466031,"Private","Valdez",0,128.1,170.4
"4872",NA,2000,8,9,37,NA,2,NA,"","M",78,NA,475932,"Charter","Valdez",0,9.3,12.4
"4873",NA,2000,8,9,37,NA,3,NA,"","M",75,NA,475932,"Charter","Valdez",0,8.2,10.9
"4874",NA,2000,8,9,37,NA,4,10,"","M",79,NA,475932,"Charter","Valdez",0,9.7,13
"4875",NA,2000,8,9,37,NA,5,NA,"","M",88,NA,475932,"Charter","Valdez",0,13.8,18.4
"4876",NA,2000,8,9,37,NA,6,NA,"","M",83,NA,475932,"Charter","Valdez",0,11.4,15.2
"4877",NA,2000,8,9,37,NA,7,12,"","F",99,NA,475932,"Charter","Valdez",0,20.2,26.9
"4878",NA,2000,8,9,37,NA,8,NA,"","M",83,NA,475932,"Charter","Valdez",0,11.4,15.2
"4879",NA,2000,8,9,37,NA,9,NA,"","F",99,NA,475932,"Charter","Valdez",0,20.2,26.9
"4880",NA,2000,8,9,37,NA,10,8,"","M",71,NA,475932,"Charter","Valdez",0,6.9,9.2
"4881",NA,2000,8,9,37,NA,11,12,"","F",112,NA,466003,"Charter","Valdez",0,30.2,40.1
"4882",NA,2000,8,9,37,NA,12,12,"","F",98,NA,466003,"Charter","Valdez",0,19.6,26
"4883",NA,2000,8,9,37,NA,13,NA,"","M",88,NA,466003,"Charter","Valdez",0,13.8,18.4
"4884",NA,2000,8,9,37,NA,14,NA,"","M",78,NA,466003,"Charter","Valdez",0,9.3,12.4
"4885",NA,2000,8,9,37,NA,15,8,"","F",86,NA,466003,"Charter","Valdez",0,12.8,17.1
"4886",NA,2000,8,9,37,NA,16,14,"","F",95,NA,466003,"Charter","Valdez",0,17.7,23.5
"4887",NA,2000,8,9,37,NA,17,12,"","F",81,NA,476009,"Charter","Valdez",0,10.6,14
"4888",NA,2000,8,9,37,NA,18,NA,"","M",82,NA,476009,"Charter","Valdez",0,11,14.6
"4889",NA,2000,8,9,37,NA,19,NA,"","F",94,NA,476009,"Charter","Valdez",0,17.1,22.7
"4890",NA,2000,8,9,37,NA,20,9,"","F",96,NA,476009,"Charter","Valdez",0,18.3,24.4
"4891",NA,2000,8,9,37,NA,21,NA,"","F",89,NA,476009,"Charter","Valdez",0,14.3,19.1
"4892",NA,2000,8,14,38,NA,1,NA,"","F",145,NA,466032,"Charter","Valdez",0,69.7,92.7
"4893",NA,2000,8,14,38,NA,2,NA,"","F",171,NA,466032,"Charter","Valdez",0,118.9,158.1
"4894",NA,2000,8,14,38,NA,3,13,"","F",138,NA,466032,"Charter","Valdez",0,59.3,78.9
"4895",NA,2000,8,14,38,NA,4,NA,"","F",136,NA,466004,"Charter","Valdez",0,56.6,75.3
"4896",NA,2000,8,14,38,NA,5,NA,"","F",144,NA,466004,"Charter","Valdez",0,68.1,90.6
"4897",NA,2000,8,14,38,NA,6,NA,"","F",138,NA,466004,"Charter","Valdez",0,59.3,78.9
"4898",NA,2000,8,14,38,NA,7,NA,"","F",134,NA,466004,"Charter","Valdez",0,53.9,71.8
"4899",NA,2000,8,14,38,NA,8,NA,"","F",144,NA,466004,"Charter","Valdez",0,68.1,90.6
"4900",NA,2000,8,14,38,NA,9,NA,"","F",144,NA,466004,"Charter","Valdez",0,68.1,90.6
"4901",NA,2000,8,14,38,NA,10,NA,"","F",153,NA,466004,"Charter","Valdez",0,82.9,110.3
"4902",NA,2000,8,14,38,NA,11,7,"","F",78,NA,466100,"Private","Valdez",0,9.3,12.4
"4903",NA,2000,8,14,38,NA,12,4,"","F",67,NA,466100,"Private","Valdez",0,5.7,7.6
"4904",NA,2000,8,14,38,NA,13,9,"","F",112,NA,466100,"Private","Valdez",0,30.2,40.1
"4905",NA,2000,8,14,38,NA,14,5,"","F",73,NA,466100,"Private","Valdez",0,7.5,10
"4906",NA,2000,8,14,38,NA,15,12,"","F",128,NA,466100,"Private","Valdez",0,46.5,61.9
"4907",NA,2000,8,14,38,NA,16,11,"","M",86,NA,466100,"Private","Valdez",0,12.8,17.1
"4908",NA,2000,8,14,38,NA,17,20,"","F",172,NA,466100,"Private","Valdez",0,121.1,161.1
"4909",NA,2000,8,14,38,NA,18,NA,"I","F",103,NA,466004,"Charter","Valdez",0,23,30.6
"4910",NA,2000,8,14,38,NA,19,NA,"","F",107,NA,466004,"Charter","Valdez",0,26,34.6
"4911",NA,2000,8,14,38,NA,20,NA,"","F",116,NA,466004,"Charter","Valdez",0,33.8,45
"4912",NA,2000,8,14,38,NA,21,NA,"","F",129,NA,466004,"Charter","Valdez",0,47.7,63.4
"4913",NA,2000,8,23,39,NA,1,NA,"","F",125,NA,466004,"Private","Valdez",0,43.1,57.3
"4914",NA,2000,8,23,39,NA,2,11,"","F",87,NA,466004,"Private","Valdez",0,13.3,17.7
"4915",NA,2000,8,23,39,NA,3,12,"","F",102,NA,466004,"Private","Valdez",0,22.3,29.6
"4916",NA,2000,8,23,39,NA,4,11,"","F",96,NA,466004,"Private","Valdez",0,18.3,24.4
"4917",NA,2000,8,27,40,NA,1,6,"","F",80,NA,466100,"Private","Valdez",0,10.1,13.5
"4918",NA,2000,8,27,40,NA,2,13,"","F",113,NA,466033,"Private","Valdez",0,31.1,41.3
"4919",NA,2000,8,27,40,NA,3,6,"","F",64,NA,466033,"Private","Valdez",0,4.9,6.5
"4920",NA,2000,8,27,40,NA,4,10,"","F",108,NA,476009,"Charter","Valdez",0,26.8,35.7
"4921",NA,2000,8,27,40,NA,5,NA,"","F",88,NA,476003,"Charter","Valdez",0,13.8,18.4
"4922",NA,2000,8,27,40,NA,6,NA,"","F",135,NA,476009,"Charter","Valdez",0,55.3,73.5
"4923",NA,2000,8,27,40,NA,7,NA,"","F",90,NA,476003,"Charter","Valdez",0,14.9,19.8
"4924",NA,2000,8,27,40,NA,8,NA,"","F",91,NA,476003,"Charter","Valdez",0,15.4,20.5
"4925",NA,2000,8,27,40,NA,9,NA,"","F",108,NA,476003,"Charter","Valdez",0,26.8,35.7
"4926",NA,2000,8,27,40,NA,10,NA,"","F",95,NA,476003,"Charter","Valdez",0,17.7,23.5
"4927",NA,2000,8,27,40,NA,11,11,"","F",100,NA,476003,"Charter","Valdez",0,20.9,27.8
"4928",NA,2000,8,27,40,NA,12,NA,"","F",77,NA,476003,"Charter","Valdez",0,9,11.9
"4929",NA,2000,8,27,40,NA,13,NA,"","F",81,NA,476003,"Charter","Valdez",0,10.6,14
"4930",NA,2000,8,27,40,NA,14,12,"","F",97,NA,476009,"Charter","Valdez",0,18.9,25.2
"4931",NA,2000,8,27,40,NA,15,NA,"","F",67,NA,476009,"Charter","Valdez",0,5.7,7.6
"4932",NA,2000,8,28,41,NA,1,NA,"","F",104,NA,476009,"Charter","Valdez",0,23.7,31.6
"4933",NA,2000,8,28,41,NA,2,12,"","F",110,NA,476009,"Charter","Valdez",0,28.5,37.9
"4934",NA,2000,8,28,41,NA,3,NA,"","F",117,NA,476009,"Charter","Valdez",0,34.8,46.2
"4935",NA,2000,8,28,41,NA,4,NA,"","M",87,NA,476009,"Charter","Valdez",0,13.3,17.7
"4936",NA,2000,8,28,41,NA,5,NA,"","M",84,NA,476009,"Charter","Valdez",0,11.9,15.8
"4937",NA,2000,8,28,41,NA,6,NA,"","M",78,NA,476009,"Charter","Valdez",0,9.3,12.4
"4938",NA,2000,8,28,41,NA,7,NA,"","M",80,NA,476009,"Charter","Valdez",0,10.1,13.5
"4939",NA,2000,8,28,41,NA,8,NA,"","M",77,NA,476009,"Charter","Valdez",0,9,11.9
"4940",NA,2000,8,28,41,NA,9,NA,"","F",108,NA,476008,"Charter","Valdez",0,26.8,35.7
"4941",NA,2000,8,28,41,NA,10,12,"","M",87,NA,476008,"Charter","Valdez",0,13.3,17.7
"4942",NA,2000,8,28,41,NA,11,NA,"","F",104,NA,476008,"Charter","Valdez",0,23.7,31.6
"4943",NA,2000,8,28,41,NA,12,13,"","F",85,NA,476008,"Charter","Valdez",0,12.3,16.4
"4944",NA,2000,8,28,41,NA,13,NA,"","M",79,NA,476003,"Charter","Valdez",0,9.7,13
"4945",NA,2000,8,28,41,NA,14,NA,"","M",92,NA,476003,"Charter","Valdez",0,16,21.2
"4946",NA,2000,8,28,41,NA,15,NA,"","M",86,NA,476003,"Charter","Valdez",0,12.8,17.1
"4947",NA,2000,8,28,41,NA,16,NA,"","M",90,NA,476003,"Charter","Valdez",0,14.9,19.8
"4948",NA,2000,8,28,41,NA,17,NA,"","F",127,NA,476003,"Charter","Valdez",0,45.3,60.3
"4949",NA,2000,8,28,41,NA,18,NA,"","F",138,NA,476003,"Charter","Valdez",0,59.3,78.9
"4950",NA,2000,8,28,41,NA,19,17,"","F",142,NA,476003,"Charter","Valdez",0,65.1,86.6
"4951",NA,2000,8,28,41,NA,20,NA,"","F",130,NA,476003,"Charter","Valdez",0,48.9,65
"4952",NA,2000,8,28,41,NA,21,NA,"","M",98,NA,476008,"Charter","Valdez",0,19.6,26
"4953",NA,2000,8,28,41,NA,22,13,"","F",106,NA,476008,"Charter","Valdez",0,25.2,33.6
"4954",NA,2000,8,28,41,NA,23,NA,"I","F",86,NA,476008,"Charter","Valdez",0,12.8,17.1
"4955",NA,2000,8,28,41,NA,24,13,"","M",101,NA,476008,"Charter","Valdez",0,21.6,28.7
"4956",NA,2000,9,4,42,NA,1,NA,"","F",97,NA,466002,"Charter","Valdez",0,18.9,25.2
"4957",NA,2000,9,4,42,NA,2,13,"","M",94,NA,466002,"Charter","Valdez",0,17.1,22.7
"4958",NA,2000,9,4,42,NA,3,NA,"","M",92,NA,466002,"Charter","Valdez",0,16,21.2
"4959",NA,2000,9,4,42,NA,4,NA,"","F",98,NA,466002,"Charter","Valdez",0,19.6,26
"4960",NA,2000,9,4,42,NA,5,NA,"","F",100,NA,466002,"Charter","Valdez",0,20.9,27.8
"4961",NA,2000,9,4,42,NA,6,14,"","F",106,NA,466002,"Charter","Valdez",0,25.2,33.6
"4962",NA,2000,8,19,43,NA,1,10,"","M",79,NA,476009,"Charter","Valdez",0,9.7,13
"4963",NA,2000,8,19,43,NA,2,NA,"","F",90,NA,476009,"Charter","Valdez",0,14.9,19.8
"4964",NA,2000,8,19,43,NA,3,11,"","F",114,NA,476009,"Charter","Valdez",0,32,42.5
"4965",NA,2000,8,19,43,NA,4,NA,"","F",98,NA,476009,"Charter","Valdez",0,19.6,26
"4966",NA,2000,8,19,43,NA,5,6,"","F",77,NA,476009,"Charter","Valdez",0,9,11.9
"4967",NA,2000,8,19,43,NA,6,8,"","M",66,NA,476009,"Charter","Valdez",0,5.4,7.2
"4968",NA,2000,8,19,43,NA,7,NA,"","F",148,NA,476009,"Charter","Valdez",0,74.4,99
"4969",NA,2000,8,19,43,NA,8,NA,"","F",118,NA,475932,"Charter","Valdez",0,35.7,47.5
"4970",NA,2000,4,27,NA,NA,NA,NA,"","",90,NA,NA,"Charter","Yakutat",0,14.9,19.8
"4971",NA,2000,4,27,NA,NA,NA,NA,"","",147,NA,NA,"Charter","Yakutat",0,72.8,96.9
"4972",NA,2000,4,27,NA,NA,NA,NA,"","",159,NA,NA,"Charter","Yakutat",0,93.9,124.9
"4973",NA,2000,4,27,NA,NA,NA,NA,"","",91,NA,NA,"Charter","Yakutat",0,15.4,20.5
"4974",NA,2000,4,27,NA,NA,NA,NA,"","",124,NA,NA,"Charter","Yakutat",0,42,55.8
"4975",NA,2000,4,27,NA,NA,NA,NA,"","",104,NA,NA,"Charter","Yakutat",0,23.7,31.6
"4976",NA,2000,4,27,NA,NA,NA,NA,"","",89,NA,NA,"Charter","Yakutat",0,14.3,19.1
"4977",NA,2000,4,27,NA,NA,NA,NA,"","",98,NA,NA,"Charter","Yakutat",0,19.6,26
"4978",NA,2000,4,27,NA,NA,NA,NA,"","",87,NA,NA,"Charter","Yakutat",0,13.3,17.7
"4979",NA,2000,4,27,NA,NA,NA,NA,"","",87,NA,NA,"Charter","Yakutat",0,13.3,17.7
"4980",NA,2000,4,27,NA,NA,NA,NA,"","",82,NA,NA,"Charter","Yakutat",0,11,14.6
"4981",NA,2000,4,27,NA,NA,NA,NA,"","",160,NA,NA,"Charter","Yakutat",0,95.8,127.5
"4982",NA,2000,4,22,NA,NA,NA,NA,"","",72,NA,NA,"Charter","Yakutat",0,7.2,9.6
"4983",NA,2000,4,28,NA,NA,NA,NA,"","",88,NA,NA,"Charter","Yakutat",0,13.8,18.4
"4984",NA,2000,4,28,NA,NA,NA,NA,"","",94,NA,NA,"Charter","Yakutat",0,17.1,22.7
"4985",NA,2000,4,28,NA,NA,NA,NA,"","",81,NA,NA,"Charter","Yakutat",0,10.6,14
"4986",NA,2000,4,28,NA,NA,NA,NA,"","",137,NA,NA,"Charter","Yakutat",0,58,77.1
"4987",NA,2000,4,28,NA,NA,NA,NA,"","",99,NA,NA,"Private","Yakutat",0,20.2,26.9
"4988",NA,2000,4,28,NA,NA,NA,NA,"","",84,NA,NA,"Private","Yakutat",0,11.9,15.8
"4989",NA,2000,4,29,NA,NA,NA,NA,"","",74,NA,NA,"Charter","Yakutat",0,7.9,10.5
"4990",NA,2000,4,29,NA,NA,NA,NA,"","",132,NA,NA,"Charter","Yakutat",0,51.4,68.3
"4991",NA,2000,4,29,NA,NA,NA,NA,"","",145,NA,NA,"Charter","Yakutat",0,69.7,92.7
"4992",NA,2000,4,29,NA,NA,NA,NA,"","",113,NA,NA,"Charter","Yakutat",0,31.1,41.3
"4993",NA,2000,4,30,NA,NA,NA,NA,"","",171,NA,NA,"Charter","Yakutat",0,118.9,158.1
"4994",NA,2000,4,30,NA,NA,NA,NA,"","",127,NA,NA,"Charter","Yakutat",0,45.3,60.3
"4995",NA,2000,5,3,NA,NA,NA,NA,"","",107,NA,NA,"Charter","Yakutat",0,26,34.6
"4996",NA,2000,5,3,NA,NA,NA,NA,"","",100,NA,NA,"Charter","Yakutat",0,20.9,27.8
"4997",NA,2000,5,3,NA,NA,NA,NA,"","",140,NA,NA,"Charter","Yakutat",0,62.2,82.7
"4998",NA,2000,5,3,NA,NA,NA,NA,"","",169,NA,NA,"Charter","Yakutat",0,114.4,152.2
"4999",NA,2000,5,3,NA,NA,NA,NA,"","",144,NA,NA,"Charter","Yakutat",0,68.1,90.6
"5000",NA,2000,5,3,NA,NA,NA,NA,"","",158,NA,NA,"Charter","Yakutat",0,92,122.4
"5001",NA,2000,5,3,NA,NA,NA,NA,"","",155,NA,NA,"Charter","Yakutat",0,86.5,115
"5002",NA,2000,5,3,NA,NA,NA,NA,"","",73,NA,NA,"Charter","Yakutat",0,7.5,10
"5003",NA,2000,5,3,NA,NA,NA,NA,"","",171,NA,NA,"Charter","Yakutat",0,118.9,158.1
"5004",NA,2000,5,3,NA,NA,NA,NA,"","",118,NA,NA,"Charter","Yakutat",0,35.7,47.5
"5005",NA,2000,5,3,NA,NA,NA,NA,"","",146,NA,NA,"Charter","Yakutat",0,71.2,94.7
"5006",NA,2000,5,3,NA,NA,NA,NA,"","",143,NA,NA,"Charter","Yakutat",0,66.6,88.6
"5007",NA,2000,5,3,NA,NA,NA,NA,"","",133,NA,NA,"Charter","Yakutat",0,52.7,70
"5008",NA,2000,5,3,NA,NA,NA,NA,"","",146,NA,NA,"Charter","Yakutat",0,71.2,94.7
"5009",NA,2000,5,3,NA,NA,NA,NA,"","",160,NA,NA,"Charter","Yakutat",0,95.8,127.5
"5010",NA,2000,5,3,NA,NA,NA,NA,"","",140,NA,NA,"Charter","Yakutat",0,62.2,82.7
"5011",NA,2000,5,3,NA,NA,NA,NA,"","",134,NA,NA,"Charter","Yakutat",0,53.9,71.8
"5012",NA,2000,5,3,NA,NA,NA,NA,"","",61,NA,NA,"Charter","Yakutat",0,4.2,5.6
"5013",NA,2000,5,3,NA,NA,NA,NA,"","",87,NA,NA,"Charter","Yakutat",0,13.3,17.7
"5014",NA,2000,5,3,NA,NA,NA,NA,"","",125,NA,NA,"Charter","Yakutat",0,43.1,57.3
"5015",NA,2000,5,3,NA,NA,NA,NA,"","",136,NA,NA,"Charter","Yakutat",0,56.6,75.3
"5016",NA,2000,5,3,NA,NA,NA,NA,"","",165,NA,NA,"Charter","Yakutat",0,105.9,140.8
"5017",NA,2000,5,4,NA,NA,NA,NA,"","",136,NA,NA,"Charter","Yakutat",0,56.6,75.3
"5018",NA,2000,5,4,NA,NA,NA,NA,"","",109,NA,NA,"Charter","Yakutat",0,27.6,36.8
"5019",NA,2000,5,4,NA,NA,NA,NA,"","",75,NA,NA,"Charter","Yakutat",0,8.2,10.9
"5020",NA,2000,5,4,NA,NA,NA,NA,"","",90,NA,NA,"Charter","Yakutat",0,14.9,19.8
"5021",NA,2000,5,4,NA,NA,NA,NA,"","",111,NA,NA,"Charter","Yakutat",0,29.3,39
"5022",NA,2000,5,6,NA,NA,NA,NA,"","",69,NA,NA,"Private","Yakutat",0,6.3,8.4
"5023",NA,2000,5,6,NA,NA,NA,NA,"","",115,NA,NA,"Private","Yakutat",0,32.9,43.7
"5024",NA,2000,5,6,NA,NA,NA,NA,"","",105,NA,NA,"Private","Yakutat",0,24.5,32.6
"5025",NA,2000,5,6,NA,NA,NA,NA,"","",86,NA,NA,"Private","Yakutat",0,12.8,17.1
"5026",NA,2000,5,6,NA,NA,NA,NA,"","",75,NA,NA,"Private","Yakutat",0,8.2,10.9
"5027",NA,2000,5,6,NA,NA,NA,NA,"","",86,NA,NA,"Private","Yakutat",0,12.8,17.1
"5028",NA,2000,5,6,NA,NA,NA,NA,"","",81,NA,NA,"Charter","Yakutat",0,10.6,14
"5029",NA,2000,5,6,NA,NA,NA,NA,"","",132,NA,NA,"Charter","Yakutat",0,51.4,68.3
"5030",NA,2000,5,6,NA,NA,NA,NA,"","",90,NA,NA,"Charter","Yakutat",0,14.9,19.8
"5031",NA,2000,5,6,NA,NA,NA,NA,"","",92,NA,NA,"Charter","Yakutat",0,16,21.2
"5032",NA,2000,5,6,NA,NA,NA,NA,"","",91,NA,NA,"Charter","Yakutat",0,15.4,20.5
"5033",NA,2000,5,6,NA,NA,NA,NA,"","",100,NA,NA,"Charter","Yakutat",0,20.9,27.8
"5034",NA,2000,5,6,NA,NA,NA,NA,"","",133,NA,NA,"Charter","Yakutat",0,52.7,70
"5035",NA,2000,5,6,NA,NA,NA,NA,"","",107,NA,NA,"Charter","Yakutat",0,26,34.6
"5036",NA,2000,5,6,NA,NA,NA,NA,"","",103,NA,NA,"Charter","Yakutat",0,23,30.6
"5037",NA,2000,5,6,NA,NA,NA,NA,"","",84,NA,NA,"Charter","Yakutat",0,11.9,15.8
"5038",NA,2000,5,6,NA,NA,NA,NA,"","",120,NA,NA,"Charter","Yakutat",0,37.7,50.2
"5039",NA,2000,5,6,NA,NA,NA,NA,"","",142,NA,NA,"Private","Yakutat",0,65.1,86.6
"5040",NA,2000,5,7,NA,NA,NA,NA,"","",89,NA,NA,"Charter","Yakutat",0,14.3,19.1
"5041",NA,2000,5,7,NA,NA,NA,NA,"","",81,NA,NA,"Charter","Yakutat",0,10.6,14
"5042",NA,2000,5,7,NA,NA,NA,NA,"","",100,NA,NA,"Charter","Yakutat",0,20.9,27.8
"5043",NA,2000,5,7,NA,NA,NA,NA,"","",97,NA,NA,"Charter","Yakutat",0,18.9,25.2
"5044",NA,2000,5,7,NA,NA,NA,NA,"","",109,NA,NA,"Charter","Yakutat",0,27.6,36.8
"5045",NA,2000,5,7,NA,NA,NA,NA,"","",109,NA,NA,"Charter","Yakutat",0,27.6,36.8
"5046",NA,2000,5,7,NA,NA,NA,NA,"","",78,NA,NA,"Charter","Yakutat",0,9.3,12.4
"5047",NA,2000,5,7,NA,NA,NA,NA,"","",72,NA,NA,"Charter","Yakutat",0,7.2,9.6
"5048",NA,2000,5,7,NA,NA,NA,NA,"","",76,NA,NA,"Charter","Yakutat",0,8.6,11.4
"5049",NA,2000,5,7,NA,NA,NA,NA,"","",72,NA,NA,"Charter","Yakutat",0,7.2,9.6
"5050",NA,2000,5,7,NA,NA,NA,NA,"","",87,NA,NA,"Charter","Yakutat",0,13.3,17.7
"5051",NA,2000,5,7,NA,NA,NA,NA,"","",145,NA,NA,"Charter","Yakutat",0,69.7,92.7
"5052",NA,2000,5,7,NA,NA,NA,NA,"","",148,NA,NA,"Charter","Yakutat",0,74.4,99
"5053",NA,2000,5,7,NA,NA,NA,NA,"","",140,NA,NA,"Charter","Yakutat",0,62.2,82.7
"5054",NA,2000,5,10,NA,NA,NA,NA,"","",90,NA,NA,"Charter","Yakutat",0,14.9,19.8
"5055",NA,2000,5,10,NA,NA,NA,NA,"","",91,NA,NA,"Charter","Yakutat",0,15.4,20.5
"5056",NA,2000,5,10,NA,NA,NA,NA,"","",99,NA,NA,"Charter","Yakutat",0,20.2,26.9
"5057",NA,2000,5,10,NA,NA,NA,NA,"","",87,NA,NA,"Charter","Yakutat",0,13.3,17.7
"5058",NA,2000,5,10,NA,NA,NA,NA,"","",152,NA,NA,"Charter","Yakutat",0,81.2,107.9
"5059",NA,2000,5,10,NA,NA,NA,NA,"","",155,NA,NA,"Charter","Yakutat",0,86.5,115
"5060",NA,2000,5,10,NA,NA,NA,NA,"","",151,NA,NA,"Charter","Yakutat",0,79.4,105.7
"5061",NA,2000,5,10,NA,NA,NA,NA,"","",158,NA,NA,"Charter","Yakutat",0,92,122.4
"5062",NA,2000,5,10,NA,NA,NA,NA,"","",134,NA,NA,"Charter","Yakutat",0,53.9,71.8
"5063",NA,2000,5,10,NA,NA,NA,NA,"","",79,NA,NA,"Charter","Yakutat",0,9.7,13
"5064",NA,2000,5,11,NA,NA,NA,NA,"","",85,NA,NA,"Charter","Yakutat",0,12.3,16.4
"5065",NA,2000,5,11,NA,NA,NA,NA,"","",79,NA,NA,"Charter","Yakutat",0,9.7,13
"5066",NA,2000,5,11,NA,NA,NA,NA,"","",83,NA,NA,"Charter","Yakutat",0,11.4,15.2
"5067",NA,2000,5,11,NA,NA,NA,NA,"","",111,NA,NA,"Charter","Yakutat",0,29.3,39
"5068",NA,2000,5,11,NA,NA,NA,NA,"","",137,NA,NA,"Charter","Yakutat",0,58,77.1
"5069",NA,2000,5,11,NA,NA,NA,NA,"","",152,NA,NA,"Charter","Yakutat",0,81.2,107.9
"5070",NA,2000,5,11,NA,NA,NA,NA,"","",145,NA,NA,"Charter","Yakutat",0,69.7,92.7
"5071",NA,2000,5,11,NA,NA,NA,NA,"","",169,NA,NA,"Charter","Yakutat",0,114.4,152.2
"5072",NA,2000,5,12,NA,NA,NA,NA,"","",145,NA,NA,"Charter","Yakutat",0,69.7,92.7
"5073",NA,2000,5,12,NA,NA,NA,NA,"","",148,NA,NA,"Charter","Yakutat",0,74.4,99
"5074",NA,2000,5,12,NA,NA,NA,NA,"","",144,NA,NA,"Charter","Yakutat",0,68.1,90.6
"5075",NA,2000,5,12,NA,NA,NA,NA,"","",95,NA,NA,"Charter","Yakutat",0,17.7,23.5
"5076",NA,2000,5,12,NA,NA,NA,NA,"","",110,NA,NA,"Charter","Yakutat",0,28.5,37.9
"5077",NA,2000,5,12,NA,NA,NA,NA,"","",127,NA,NA,"Charter","Yakutat",0,45.3,60.3
"5078",NA,2000,5,12,NA,NA,NA,NA,"","",97,NA,NA,"Charter","Yakutat",0,18.9,25.2
"5079",NA,2000,5,12,NA,NA,NA,NA,"","",100,NA,NA,"Charter","Yakutat",0,20.9,27.8
"5080",NA,2000,5,12,NA,NA,NA,NA,"","",101,NA,NA,"Charter","Yakutat",0,21.6,28.7
"5081",NA,2000,5,12,NA,NA,NA,NA,"","",153,NA,NA,"Charter","Yakutat",0,82.9,110.3
"5082",NA,2000,5,12,NA,NA,NA,NA,"","",108,NA,NA,"Private","Yakutat",0,26.8,35.7
"5083",NA,2000,5,12,NA,NA,NA,NA,"","",84,NA,NA,"Private","Yakutat",0,11.9,15.8
"5084",NA,2000,5,12,NA,NA,NA,NA,"","",92,NA,NA,"Charter","Yakutat",0,16,21.2
"5085",NA,2000,5,12,NA,NA,NA,NA,"","",91,NA,NA,"Charter","Yakutat",0,15.4,20.5
"5086",NA,2000,5,12,NA,NA,NA,NA,"","",82,NA,NA,"Charter","Yakutat",0,11,14.6
"5087",NA,2000,5,12,NA,NA,NA,NA,"","",105,NA,NA,"Charter","Yakutat",0,24.5,32.6
"5088",NA,2000,5,12,NA,NA,NA,NA,"","",93,NA,NA,"Charter","Yakutat",0,16.5,22
"5089",NA,2000,5,12,NA,NA,NA,NA,"","",95,NA,NA,"Charter","Yakutat",0,17.7,23.5
"5090",NA,2000,5,12,NA,NA,NA,NA,"","",93,NA,NA,"Charter","Yakutat",0,16.5,22
