"","Area_name","DATE","WK","WD","Site","snum","Area","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"9606","Wrangell",2006-07-22,30,1,"C",81,"C 81",200,10,"A",8990,8,915,21,2,0
"9607","Wrangell",2006-07-22,30,1,"C",81,"C 81",200,10,"A",8990,9,890,21,2,0
"9608","Wrangell",2006-07-22,30,1,"C",81,"C 81",200,10,"A",8990,10,790,21,2,0
"9609","Wrangell",2006-07-22,30,1,"C",81,"C 81",200,10,"A",8990,11,865,21,2,0
"9610","Wrangell",2006-07-22,30,1,"C",81,"C 81",200,10,"A",8990,12,815,21,2,0
"9611","Wrangell",2006-07-23,30,1,"C",81,"C 81",200,10,"C",8992,1,1130,15,1,0
"9612","Wrangell",2006-07-23,30,1,"C",81,"C 81",200,10,"C",8992,2,810,14,1,0
"9613","Wrangell",2006-07-23,30,1,"C",81,"C 81",200,10,"C",8992,3,1345,14,1,0
"9614","Wrangell",2006-07-24,30,2,"C",81,"C 81",200,10,"C",8995,1,565,131,2,0
"9615","Wrangell",2006-07-24,30,2,"C",81,"C 81",200,10,"C",8995,2,710,131,2,0
"9616","Wrangell",2006-07-24,30,2,"C",81,"C 81",200,10,"C",8995,3,785,131,2,0
"9617","Wrangell",2006-07-24,30,2,"C",81,"C 81",200,10,"C",8995,4,810,131,2,0
"9618","Wrangell",2006-07-24,30,2,"C",81,"C 81",200,10,"C",8995,5,850,131,2,0
"9619","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,1,815,131,2,0
"9620","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,2,670,131,2,0
"9621","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,3,640,131,1,0
"9622","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,4,890,131,1,0
"9623","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,5,1005,131,1,0
"9624","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,6,680,131,1,0
"9625","Wrangell",2006-08-05,32,1,"C",81,"C 81",200,10,"C",8996,7,860,131,1,0
"9626","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,1,800,24,1,0
"9627","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,2,1050,24,1,0
"9628","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,3,895,24,1,0
"9629","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,4,745,24,1,0
"9630","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,5,735,24,1,0
"9631","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,6,790,24,1,0
"9632","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,7,1035,21,1,0
"9633","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,8,775,21,1,0
"9634","Wrangell",2006-08-06,32,1,"C",81,"C 81",200,10,"A",8997,9,725,21,1,0
"9635","Wrangell",2006-08-10,32,2,"C",81,"C 81",200,10,"A",8999,1,890,71,1,0
"9636","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,1,770,131,1,0
"9637","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,2,970,131,1,0
"9638","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,3,845,131,1,0
"9639","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,4,830,131,1,0
"9640","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,5,730,131,1,0
"9641","Wrangell",2006-08-12,33,1,"C",81,"C 81",200,10,"A",9004,6,770,131,1,0
"9642","Wrangell",2006-08-13,33,1,"C",81,"C 81",200,10,"C",9007,1,645,131,1,0
"9643","Wrangell",2006-08-13,33,1,"C",81,"C 81",200,10,"C",9007,2,1300,131,1,0
"9644","Wrangell",2006-08-13,33,1,"C",81,"C 81",200,10,"C",9007,3,1510,131,1,0
"9645","Wrangell",2006-08-18,33,2,"C",81,"C 81",200,10,"A",9008,1,680,24,2,0
"9646","Wrangell",2006-08-18,33,2,"C",81,"C 81",200,10,"A",9008,2,920,24,2,0
"9647","Wrangell",2006-08-18,33,2,"C",81,"C 81",200,10,"A",9008,3,680,24,2,0
"9648","Wrangell",2006-08-19,34,1,"C",81,"C 81",200,10,"C",9011,1,790,131,1,0
"9649","Wrangell",2006-08-19,34,1,"C",81,"C 81",200,10,"C",9011,2,655,131,1,0
"9650","Wrangell",2006-08-19,34,1,"C",81,"C 81",200,10,"C",9011,3,690,131,1,0
"9651","Wrangell",2006-08-19,34,1,"C",81,"C 81",200,10,"C",9011,4,1290,132,1,0
"9652","Wrangell",2006-08-20,34,1,"C",81,"C 81",200,10,"A",9000,1,865,131,1,0
"9653","Wrangell",2006-08-20,34,1,"C",81,"C 81",200,10,"A",9000,2,940,131,1,NA
"9654","Wrangell",2006-08-20,34,1,"C",81,"C 81",200,10,"A",9000,3,780,131,1,0
"9655","Wrangell",2006-08-20,34,1,"C",81,"C 81",200,10,"A",9000,4,735,131,1,0
"9656","Wrangell",2006-08-25,34,2,"C",81,"C 81",200,10,"C",9003,1,790,131,1,0
"9657","Wrangell",2006-08-25,34,2,"C",81,"C 81",200,10,"C",9003,2,725,131,1,0
"9658","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,1,780,131,1,0
"9659","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,2,610,131,1,0
"9660","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,3,610,131,1,0
"9661","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,4,620,131,1,0
"9662","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,5,635,131,1,0
"9663","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,6,665,131,1,0
"9664","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,7,600,131,1,0
"9665","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,8,755,131,1,0
"9666","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,9,1055,131,1,0
"9667","Wrangell",2006-08-26,35,1,"C",81,"C 81",200,10,"C",9012,10,650,131,1,0
"9668","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,1,1020,24,1,0
"9669","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,2,1065,24,1,0
"9670","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,3,820,24,1,0
"9671","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,4,890,24,1,0
"9672","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,5,815,24,1,0
"9673","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,6,795,24,1,0
"9674","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,7,1005,24,1,0
"9675","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,8,990,24,1,0
"9676","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,9,665,131,1,0
"9677","Wrangell",2006-08-27,35,1,"C",81,"C 81",200,10,"A",9013,10,1490,20,1,0
"9678","Wrangell",2006-08-31,35,2,"C",81,"C 81",200,10,"A",9014,1,1930,20,1,0
"9679","Wrangell",2006-08-31,35,2,"C",81,"C 81",200,10,"A",9014,2,1600,20,1,0
"9680","Wrangell",2006-08-31,35,2,"C",81,"C 81",200,10,"A",9014,3,1575,20,1,0
"9681","Wrangell",2006-08-31,35,2,"C",81,"C 81",200,10,"A",9014,4,1040,20,1,0
"9682","Wrangell",2006-09-03,36,1,"C",81,"C 81",200,10,"C",9016,1,630,131,1,0
"9683","Wrangell",2006-09-03,36,1,"C",81,"C 81",200,10,"C",9016,2,785,131,1,0
"9684","Wrangell",2006-09-04,30,2,"C",81,"C 81",200,10,"C",9017,1,1130,72,1,0
"9685","Wrangell",2006-09-04,30,2,"C",81,"C 81",200,10,"C",9017,2,695,72,1,0
"9686","Wrangell",2006-09-04,30,2,"C",81,"C 81",200,10,"C",9017,3,800,72,1,0
"9687","Wrangell",2006-09-04,30,2,"C",81,"C 81",200,10,"C",9017,4,1525,72,1,0
"9688","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,1,850,72,1,0
"9689","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,2,720,72,1,0
"9690","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,3,740,72,1,0
"9691","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,4,645,72,1,0
"9692","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,5,655,72,1,0
"9693","Wrangell",2006-09-09,30,2,"C",81,"C 81",200,10,"C",9019,6,725,72,1,0
"9694","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,1,620,12,1,0
"9695","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,2,1030,12,1,0
"9696","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,3,680,12,1,0
"9697","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,4,720,12,1,0
"9698","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,5,870,19,1,0
"9699","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,1,"A",8927,6,640,19,1,0
"9700","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,1,1370,12,1,0
"9701","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,2,770,12,1,0
"9702","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,3,820,25,1,0
"9703","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,4,1090,25,1,0
"9704","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,5,870,25,1,1
"9705","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,6,740,25,1,0
"9706","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,2,"A",9637,7,740,7,1,0
"9707","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,3,"A",9993,1,810,4,1,0
"9708","Ketchikan",2006-05-13,20,1,"A",81,"A 81",200,3,"A",9993,2,810,4,1,0
"9709","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,1,"C",8925,1,1130,8,1,0
"9710","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,1,"C",8925,2,920,8,1,0
"9711","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,3,"A",9946,1,775,12,1,0
"9712","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,3,"A",9946,2,785,12,1,0
"9713","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,3,"A",9946,3,680,12,1,0
"9714","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,3,"A",9946,4,685,12,1,0
"9715","Ketchikan",2006-05-14,20,1,"A",81,"A 81",200,3,"A",9946,5,805,12,1,0
"9716","Ketchikan",2006-05-18,20,2,"A",81,"A 81",200,1,"A",8878,1,760,5,1,0
"9717","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,1,1220,7,1,0
"9718","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,2,1010,7,1,0
"9719","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,3,700,12,1,0
"9720","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,4,770,12,1,0
"9721","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,5,840,12,1,0
"9722","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,6,620,12,1,0
"9723","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,7,850,12,1,0
"9724","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,8,760,12,1,0
"9725","Ketchikan",2006-05-19,20,2,"A",81,"A 81",200,1,"C",8880,9,820,12,1,0
"9726","Ketchikan",2006-05-20,21,1,"A",81,"A 81",200,1,"C",8879,1,870,1,1,0
"9727","Ketchikan",2006-05-20,21,1,"A",81,"A 81",200,2,"C",9640,1,860,5,1,0
"9728","Ketchikan",2006-05-20,21,1,"A",81,"A 81",200,2,"C",9640,2,690,5,1,0
"9729","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,1,"A",8924,1,800,28,1,0
"9730","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,1,740,5,1,1
"9731","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,2,640,5,1,0
"9732","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,3,700,5,1,0
"9733","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,4,620,5,1,0
"9734","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,5,900,12,1,0
"9735","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,6,760,12,1,0
"9736","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,7,770,12,1,0
"9737","Ketchikan",2006-05-21,21,1,"A",81,"A 81",200,2,"A",9641,8,720,12,1,0
"9738","Ketchikan",2006-05-22,21,2,"A",81,"A 81",200,1,"C",15657,1,860,1,1,0
"9739","Ketchikan",2006-05-22,21,2,"A",81,"A 81",200,1,"C",15657,2,690,1,1,0
"9740","Ketchikan",2006-05-22,21,2,"A",81,"A 81",200,5,"D",9890,1,790,14,1,0
"9741","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,2,"A",9642,1,810,7,1,1
"9742","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,2,"A",9642,2,740,7,1,0
"9743","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,2,"A",9642,3,840,7,1,0
"9744","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,2,"A",9642,4,750,7,1,0
"9745","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,4,"A",9824,1,1220,7,2,1
"9746","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,4,"A",9824,2,660,25,2,0
"9747","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,4,"A",9824,3,890,11,2,0
"9748","Ketchikan",2006-05-24,21,2,"A",81,"A 81",200,4,"A",9824,4,770,11,2,1
"9749","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,1,795,1,1,0
"9750","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,2,845,1,1,0
"9751","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,3,648,5,1,0
"9752","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,4,670,5,1,0
"9753","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,5,813,1,1,0
"9754","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,6,1090,4,1,0
"9755","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,7,990,4,1,0
"9756","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,8,810,4,1,0
"9757","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,9,845,4,1,0
"9758","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,10,800,4,1,0
"9759","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,2,"C",9643,11,690,4,1,0
"9760","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,3,"C",9983,1,695,5,1,1
"9761","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,3,"C",9983,2,730,5,1,1
"9762","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,3,"C",9983,3,635,5,1,1
"9763","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,3,"C",9983,4,635,5,1,1
"9764","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,1,670,12,1,0
"9765","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,2,600,12,1,0
"9766","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,3,620,12,1,0
"9767","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,4,830,12,1,0
"9768","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,5,880,7,1,0
"9769","Ketchikan",2006-05-27,22,1,"A",81,"A 81",200,4,"C",9736,6,750,7,1,0
"9770","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,2,"C",9645,1,830,25,1,0
"9771","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,2,"C",9645,2,890,25,1,0
"9772","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,2,"C",9645,3,790,25,1,0
"9773","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,2,"C",9645,4,970,25,1,0
"9774","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,4,"C",9815,1,1610,1,1,0
"9775","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,4,"C",9815,2,940,23,1,0
"9776","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,4,"C",9815,3,670,23,1,0
"9777","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,4,"C",9815,4,870,5,2,0
"9778","Ketchikan",2006-05-28,22,1,"A",81,"A 81",200,4,"C",9815,5,750,5,2,0
"9779","Ketchikan",2006-05-29,22,2,"A",81,"A 81",200,5,"D",9889,1,1580,1,2,0
"9780","Ketchikan",2006-05-31,22,2,"A",81,"A 81",200,5,"D",9888,1,840,8,2,1
"9781","Ketchikan",2006-05-31,22,2,"A",81,"A 81",200,5,"D",9888,2,710,12,2,0
"9782","Ketchikan",2006-05-31,22,2,"A",81,"A 81",200,5,"D",9888,3,770,12,2,0
"9783","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,1,785,24,2,0
"9784","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,2,850,24,2,0
"9785","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,3,945,24,2,0
"9786","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,4,905,24,2,0
"9787","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,5,820,24,2,0
"9788","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,6,1000,24,2,0
"9789","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,7,926,24,2,0
"9790","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,8,840,24,2,0
"9791","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,9,655,25,1,0
"9792","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,10,860,26,2,1
"9793","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,11,880,26,2,1
"9794","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,12,885,26,2,1
"9795","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,13,1100,26,2,1
"9796","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,14,725,26,2,0
"9797","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,15,845,26,2,0
"9798","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,16,890,26,2,0
"9799","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,17,870,26,2,0
"9800","Ketchikan",2006-06-03,23,1,"A",81,"A 81",200,2,"C",9730,18,1130,5,1,0
"9801","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,2,"C",9723,1,740,1,1,0
"9802","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,3,"C",9982,1,595,5,1,0
"9803","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,3,"C",9982,2,615,5,1,0
"9804","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,3,"C",9982,3,710,5,1,0
"9805","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,3,"C",9982,4,670,5,1,0
"9806","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,3,"C",9982,5,960,8,1,0
"9807","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,1,870,20,1,0
"9808","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,2,980,26,1,0
"9809","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,3,940,26,1,0
"9810","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,4,730,26,1,0
"9811","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,5,870,26,1,0
"9812","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,6,880,26,1,0
"9813","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,7,810,26,1,0
"9814","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,8,700,26,1,0
"9815","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,9,930,26,1,0
"9816","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,10,680,23,1,0
"9817","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,11,690,1,1,0
"9818","Ketchikan",2006-06-04,23,1,"A",81,"A 81",200,4,"C",9808,12,1320,3,1,0
"9819","Ketchikan",2006-06-05,23,2,"A",81,"A 81",200,5,"D",9913,1,850,4,1,0
"9820","Ketchikan",2006-06-05,23,2,"A",81,"A 81",200,5,"D",9913,2,710,4,1,0
"9821","Ketchikan",2006-06-05,23,2,"A",81,"A 81",200,5,"D",9913,3,680,4,1,0
"9822","Ketchikan",2006-06-05,23,2,"A",81,"A 81",200,5,"D",9913,4,735,1,1,0
"9823","Ketchikan",2006-06-06,23,2,"A",81,"A 81",200,5,"D",9908,1,1114,4,1,0
"9824","Ketchikan",2006-06-06,23,2,"A",81,"A 81",200,5,"D",9908,2,790,4,1,0
"9825","Ketchikan",2006-06-06,23,2,"A",81,"A 81",200,1,"D",8871,1,650,5,1,0
"9826","Ketchikan",2006-06-07,23,2,"A",81,"A 81",200,3,"A",9955,1,905,25,1,0
"9827","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,1,920,12,1,0
"9828","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,2,720,12,1,0
"9829","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,3,830,12,1,0
"9830","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,4,910,12,1,0
"9831","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,5,900,12,1,0
"9832","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,6,760,12,1,0
"9833","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,7,740,12,1,0
"9834","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,8,840,12,1,0
"9835","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,9,740,12,1,0
"9836","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,10,700,12,1,0
"9837","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,11,750,12,1,0
"9838","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,12,680,12,1,0
"9839","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,13,810,12,1,0
"9840","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,14,670,12,1,0
"9841","Ketchikan",2006-06-08,23,2,"A",81,"A 81",200,4,"A",9805,15,740,12,1,0
"9842","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,3,"A",11274,1,860,11,2,0
"9843","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,3,"A",11274,2,700,11,2,0
"9844","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,1,"D",8866,1,650,7,1,0
"9845","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,1,"D",8866,2,760,5,1,0
"9846","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,5,"D",9907,1,600,5,1,0
"9847","Ketchikan",2006-06-09,23,2,"A",81,"A 81",200,5,"D",9907,2,920,4,1,0
"9848","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,2,"C",9719,1,870,12,2,1
"9849","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,1,810,11,1,0
"9850","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,2,710,11,1,0
"9851","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,3,721,11,1,0
"9852","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,4,725,11,1,0
"9853","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,5,800,11,1,0
"9854","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,6,660,11,1,0
"9855","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,7,750,11,1,0
"9856","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,8,760,11,1,0
"9857","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,9,870,11,1,0
"9858","Ketchikan",2006-06-10,24,1,"A",81,"A 81",200,3,"C",11281,10,780,7,1,0
"9859","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,4,"C",9803,1,1610,12,1,0
"9860","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,4,"C",9803,2,910,30,1,0
"9861","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,1,975,8,1,0
"9862","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,2,750,8,1,0
"9863","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,3,770,8,1,0
"9864","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,4,1100,10,1,0
"9865","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,5,650,12,1,0
"9866","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,6,870,7,1,0
"9867","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,7,630,12,1,0
"9868","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,2,"C",9718,8,750,12,1,0
"9869","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,3,"C",9984,1,730,11,1,0
"9870","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,3,"C",9984,2,820,11,1,0
"9871","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,3,"C",9984,3,770,11,1,0
"9872","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,3,"C",9984,4,770,12,1,0
"9873","Ketchikan",2006-06-11,24,1,"A",81,"A 81",200,3,"C",9984,5,885,12,1,0
