"","Index","Area_name","Year","DATE","WK","WD","Site","snum","AREA","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"12102",12103,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,4,"A",7483,6,790,1,1,0
"12103",12104,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,4,"A",7483,7,795,1,1,0
"12104",12105,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,4,"A",7483,8,910,22,1,0
"12105",12106,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,4,"A",7483,9,835,22,1,0
"12106",12107,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,4,"A",7483,10,1130,22,1,0
"12107",12108,"Ketchikan",2007,2007-06-13,24,2,"A",81,"A 81",200,2,"A",7369,1,805,12,2,1
"12108",12109,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,1,680,5,1,0
"12109",12110,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,2,760,5,1,0
"12110",12111,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,3,865,5,1,0
"12111",12112,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,4,660,5,1,0
"12112",12113,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,5,730,5,1,0
"12113",12114,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,6,815,5,1,0
"12114",12115,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,7,690,5,1,0
"12115",12116,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,8,840,5,1,0
"12116",12117,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,9,820,5,1,0
"12117",12118,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,0,"C",7241,10,805,5,1,0
"12118",12119,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,1,"D",7165,1,860,5,1,0
"12119",12120,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,1,"D",7165,2,940,5,1,0
"12120",12121,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,1,"D",7165,3,770,5,1,0
"12121",12122,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,1,"D",7165,4,820,5,1,0
"12122",12123,"Ketchikan",2007,2007-06-16,25,1,"A",81,"A 81",200,1,"D",7165,5,910,5,1,0
"12123",12124,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,1,860,7,1,0
"12124",12125,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,2,920,7,1,0
"12125",12126,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,3,790,7,1,0
"12126",12127,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,4,840,7,1,0
"12127",12128,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,5,960,24,2,0
"12128",12129,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,6,690,24,2,0
"12129",12130,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,7,1020,24,2,0
"12130",12131,"Ketchikan",2007,2007-06-19,25,2,"A",81,"A 81",200,1,"D",7164,8,710,24,2,0
"12131",12132,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,0,"A",7233,1,790,3,2,0
"12132",12133,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,0,"A",7233,2,730,3,2,0
"12133",12134,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,1,715,3,1,0
"12134",12135,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,2,680,3,1,0
"12135",12136,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,3,723,3,1,0
"12136",12137,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,4,740,3,1,0
"12137",12138,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,5,720,3,1,0
"12138",12139,"Ketchikan",2007,2007-06-20,25,2,"A",81,"A 81",200,2,"A",7348,6,740,3,1,0
"12139",12140,"Ketchikan",2007,2007-06-22,25,2,"A",81,"A 81",200,1,"D",7166,1,660,3,1,0
"12140",12141,"Ketchikan",2007,2007-06-22,25,2,"A",81,"A 81",200,1,"D",7166,2,720,3,1,0
"12141",12142,"Ketchikan",2007,2007-06-22,25,2,"A",81,"A 81",200,1,"D",7166,3,910,3,1,0
"12142",12143,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,1,710,4,1,1
"12143",12144,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,2,650,4,1,1
"12144",12145,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,3,715,4,1,1
"12145",12146,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,4,730,4,1,1
"12146",12147,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,5,555,1,1,1
"12147",12148,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,4,"A",7485,6,615,1,1,1
"12148",12149,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,2,"A",7346,1,718,12,1,0
"12149",12150,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,2,"A",7346,2,837,12,1,0
"12150",12151,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,2,"A",7346,3,1086,24,1,0
"12151",12152,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,2,"A",7346,4,1035,24,1,0
"12152",12153,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,2,"A",7346,5,800,11,1,0
"12153",12154,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,1,720,5,1,0
"12154",12155,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,2,820,5,1,0
"12155",12156,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,3,690,5,1,0
"12156",12157,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,4,860,5,1,0
"12157",12158,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,5,740,5,1,0
"12158",12159,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,6,710,5,1,0
"12159",12160,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,7,810,5,1,0
"12160",12161,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,8,670,5,1,0
"12161",12162,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,9,890,5,1,0
"12162",12163,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,10,1090,5,1,0
"12163",12164,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,11,940,5,1,0
"12164",12165,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,12,910,5,1,0
"12165",12166,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,13,890,4,1,0
"12166",12167,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,14,940,4,1,0
"12167",12168,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,15,1030,4,1,0
"12168",12169,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,16,1050,4,1,0
"12169",12170,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,17,1270,4,1,0
"12170",12171,"Ketchikan",2007,2007-06-23,26,1,"A",81,"A 81",200,1,"D",7107,18,920,5,1,0
"12171",12172,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,1,"D",7134,1,1140,5,1,0
"12172",12173,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,1,"D",7134,2,1290,5,1,0
"12173",12174,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,1,"D",7134,3,890,5,1,0
"12174",12175,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,1,"D",7134,4,760,5,1,0
"12175",12176,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,1,"D",7134,5,710,5,1,0
"12176",12177,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,1,740,1,1,0
"12177",12178,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,2,670,24,2,0
"12178",12179,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,3,660,24,2,0
"12179",12180,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,4,810,24,2,0
"12180",12181,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,5,1120,23,2,0
"12181",12182,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,6,980,23,2,0
"12182",12183,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,7,850,23,2,0
"12183",12184,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,8,920,5,1,0
"12184",12185,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,0,"C",7232,9,750,5,1,0
"12185",12186,"Ketchikan",2007,2007-06-24,26,1,"A",81,"A 81",200,2,"C",7344,1,1100,1,1,0
"12186",12187,"Ketchikan",2007,2007-06-25,26,2,"A",81,"A 81",200,2,"A",7343,1,740,3,1,0
"12187",12188,"Ketchikan",2007,2007-06-25,26,2,"A",81,"A 81",200,1,"A",7135,1,920,1,1,0
"12188",12189,"Ketchikan",2007,2007-06-27,26,2,"A",81,"A 81",200,1,"D",7137,1,810,5,1,0
"12189",12190,"Ketchikan",2007,2007-06-27,26,2,"A",81,"A 81",200,1,"D",7137,2,610,5,1,0
"12190",12191,"Ketchikan",2007,2007-06-27,26,2,"A",81,"A 81",200,1,"D",7137,3,720,5,1,0
"12191",12192,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,1,1545,23,2,1
"12192",12193,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,2,1340,23,2,1
"12193",12194,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,3,725,23,2,1
"12194",12195,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,4,550,23,2,1
"12195",12196,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,5,930,23,2,1
"12196",12197,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,6,795,23,2,1
"12197",12198,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,7,710,23,2,1
"12198",12199,"Ketchikan",2007,2007-06-29,26,2,"A",81,"A 81",200,4,"A",7248,8,840,23,2,1
"12199",12200,"Ketchikan",2007,2007-07-01,27,1,"A",81,"A 81",200,1,"C",7163,1,660,1,1,0
"12200",12201,"Ketchikan",2007,2007-07-01,27,1,"A",81,"A 81",200,1,"C",7163,2,710,1,1,0
"12201",12202,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,1,1010,23,2,0
"12202",12203,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,2,920,23,2,0
"12203",12204,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,3,790,23,2,0
"12204",12205,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,4,980,23,2,0
"12205",12206,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,5,1020,23,2,0
"12206",12207,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,6,840,23,2,0
"12207",12208,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,7,740,23,2,0
"12208",12209,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,8,910,23,2,0
"12209",12210,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,9,1420,23,2,0
"12210",12211,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,10,960,23,2,0
"12211",12212,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,11,890,23,2,0
"12212",12213,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,12,1010,23,2,0
"12213",12214,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,13,990,23,2,0
"12214",12215,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,14,850,23,2,0
"12215",12216,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,15,970,23,2,0
"12216",12217,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,1,"A",7136,16,940,23,2,0
"12217",12218,"Ketchikan",2007,2007-07-02,27,2,"A",81,"A 81",200,4,"A",7249,1,1340,3,1,1
"12218",12219,"Ketchikan",2007,2007-07-06,27,2,"A",81,"A 81",200,1,"C",7148,1,810,5,1,0
"12219",12220,"Ketchikan",2007,2007-07-06,27,2,"A",81,"A 81",200,1,"C",7148,2,840,5,1,0
"12220",12221,"Ketchikan",2007,2007-07-06,27,2,"A",81,"A 81",200,1,"C",7148,3,1010,5,1,0
"12221",12222,"Ketchikan",2007,2007-07-06,27,2,"A",81,"A 81",200,1,"C",7148,4,760,5,1,0
"12222",12223,"Ketchikan",2007,2007-07-06,27,2,"A",81,"A 81",200,1,"C",7148,5,630,5,1,0
"12223",12224,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,1,670,5,1,0
"12224",12225,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,2,740,5,1,0
"12225",12226,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,3,770,5,1,0
"12226",12227,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,4,690,5,1,0
"12227",12228,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,5,570,5,1,0
"12228",12229,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,6,630,5,1,0
"12229",12230,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,7,640,5,1,0
"12230",12231,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,8,710,5,1,0
"12231",12232,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,9,690,5,1,0
"12232",12233,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,10,1630,1,1,0
"12233",12234,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,11,660,3,1,0
"12234",12235,"Ketchikan",2007,2007-07-07,28,1,"A",81,"A 81",200,1,"D",7125,12,710,3,1,0
"12235",12236,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,1,745,7,1,0
"12236",12237,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,2,744,7,1,0
"12237",12238,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,3,785,11,1,0
"12238",12239,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,4,740,11,1,0
"12239",12240,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,5,790,25,1,1
"12240",12241,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,6,1160,25,1,1
"12241",12242,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,2,"A",7099,7,1140,25,1,1
"12242",12243,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,4,"A",7251,1,1020,7,1,1
"12243",12244,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,4,"A",7251,2,760,7,1,1
"12244",12245,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,4,"A",7251,3,710,8,1,1
"12245",12246,"Ketchikan",2007,2007-07-08,28,1,"A",81,"A 81",200,4,"A",7251,4,765,8,1,1
"12246",12247,"Ketchikan",2007,2007-07-11,28,2,"A",81,"A 81",200,4,"A",7491,1,865,5,1,0
"12247",12248,"Ketchikan",2007,2007-07-11,28,2,"A",81,"A 81",200,4,"A",7491,2,640,5,1,0
"12248",12249,"Ketchikan",2007,2007-07-12,28,2,"A",81,"A 81",200,1,"C",7131,1,1270,3,1,0
"12249",12250,"Ketchikan",2007,2007-07-12,28,2,"A",81,"A 81",200,1,"C",7131,2,740,1,1,0
"12250",12251,"Ketchikan",2007,2007-07-12,28,2,"A",81,"A 81",200,1,"C",7131,3,790,3,1,0
"12251",12252,"Ketchikan",2007,2007-07-13,28,2,"A",81,"A 81",200,2,"C",159,1,710,5,1,0
"12252",12253,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,1,1410,24,1,0
"12253",12254,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,2,1220,24,1,0
"12254",12255,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,3,1080,24,1,0
"12255",12256,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,4,920,24,1,0
"12256",12257,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,5,1010,24,1,0
"12257",12258,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,6,820,24,1,0
"12258",12259,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,7,910,24,1,0
"12259",12260,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,8,870,24,1,0
"12260",12261,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,9,790,7,1,0
"12261",12262,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,10,1010,7,1,0
"12262",12263,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,11,960,7,1,0
"12263",12264,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,12,860,7,1,0
"12264",12265,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,13,790,7,1,0
"12265",12266,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,14,1060,7,1,0
"12266",12267,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,15,660,7,1,0
"12267",12268,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,16,1540,4,1,0
"12268",12269,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,17,960,4,1,0
"12269",12270,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,18,890,4,1,0
"12270",12271,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,19,900,4,1,0
"12271",12272,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7158,20,760,4,1,0
"12272",12273,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7167,1,840,4,1,0
"12273",12274,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,1,"D",7167,2,1010,4,1,0
"12274",12275,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,1,870,7,1,0
"12275",12276,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,2,800,7,1,0
"12276",12277,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,3,730,5,1,0
"12277",12278,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,4,860,24,1,0
"12278",12279,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,5,860,24,1,0
"12279",12280,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,6,895,24,1,0
"12280",12281,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,2,"A",7094,7,1025,24,1,0
"12281",12282,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,5,"D",1527,1,670,1,1,0
"12282",12283,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,5,"D",1527,2,670,4,1,0
"12283",12284,"Ketchikan",2007,2007-07-14,29,1,"A",81,"A 81",200,5,"D",1527,3,740,4,1,0
"12284",12285,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,1,"D",7157,1,990,4,1,0
"12285",12286,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,1,"D",7157,2,970,4,1,0
"12286",12287,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,1,"D",7157,3,860,4,1,0
"12287",12288,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,1,"D",7157,4,1020,5,1,0
"12288",12289,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,1,"D",7157,5,820,5,1,0
"12289",12290,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,1,740,26,1,0
"12290",12291,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,2,710,26,1,0
"12291",12292,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,3,650,26,1,0
"12292",12293,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,4,720,26,1,0
"12293",12294,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,5,780,7,1,0
"12294",12295,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,6,830,7,1,0
"12295",12296,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,7,710,25,2,0
"12296",12297,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,8,620,25,2,0
"12297",12298,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,5,"D",1528,9,840,25,2,1
"12298",12299,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,1,920,4,1,0
"12299",12300,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,2,870,4,1,0
"12300",12301,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,3,870,4,1,0
"12301",12302,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,4,900,4,1,0
"12302",12303,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,5,840,4,1,0
"12303",12304,"Ketchikan",2007,2007-07-15,29,1,"A",81,"A 81",200,3,"C",6260,6,970,4,1,0
"12304",12305,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,2,"C",7092,1,645,6,2,0
"12305",12306,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,2,"C",7092,2,660,6,2,0
"12306",12307,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,2,"C",7092,3,740,6,2,0
"12307",12308,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,1,1630,31,1,0
"12308",12309,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,2,770,31,1,0
"12309",12310,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,3,750,31,1,0
"12310",12311,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,4,780,31,1,0
"12311",12312,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,5,820,24,1,0
"12312",12313,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,6,770,24,1,0
"12313",12314,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,7,840,24,1,0
"12314",12315,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,8,800,24,1,0
"12315",12316,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,9,940,24,1,0
"12316",12317,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,10,830,12,1,0
"12317",12318,"Ketchikan",2007,2007-07-16,29,2,"A",81,"A 81",200,3,"C",6264,11,840,12,1,0
"12318",12319,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,2,"A",7090,1,785,5,1,0
"12319",12320,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,1,910,26,2,0
"12320",12321,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,2,1030,26,2,0
"12321",12322,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,3,990,26,2,0
"12322",12323,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,4,860,26,2,0
"12323",12324,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,5,1420,26,2,0
"12324",12325,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,6,1280,26,2,0
"12325",12326,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,7,780,27,2,0
"12326",12327,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,8,880,27,2,0
"12327",12328,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,9,640,27,2,0
"12328",12329,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,10,760,27,2,0
"12329",12330,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,11,770,27,2,0
"12330",12331,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,12,970,27,2,0
"12331",12332,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,13,910,27,2,0
"12332",12333,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,14,780,27,2,0
"12333",12334,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,15,700,27,2,0
"12334",12335,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,16,1110,27,2,0
"12335",12336,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,17,740,27,1,0
"12336",12337,"Ketchikan",2007,2007-07-17,29,2,"A",81,"A 81",200,3,"A",6259,18,750,27,1,0
