"","Index","Area_name","Year","DATE","WK","WD","Site","snum","SPECIES","Dock","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON"
"11529",11529,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2197,20,1160,51,1
"11530",11530,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,1,960,51,1
"11531",11531,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,2,1140,51,1
"11532",11532,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,3,1320,51,1
"11533",11533,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,4,620,3,2
"11534",11534,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,5,690,3,2
"11535",11535,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,6,710,3,2
"11536",11536,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,7,740,3,2
"11537",11537,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,8,1110,51,2
"11538",11538,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,9,1090,51,2
"11539",11539,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,10,640,51,2
"11540",11540,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,11,650,51,2
"11541",11541,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,12,690,51,2
"11542",11542,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,13,640,51,2
"11543",11543,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,14,730,51,2
"11544",11544,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,15,715,51,2
"11545",11545,"Craig",2008,2008-08-17,34,1,"B",760,200,NA,9,"C",2194,16,690,51,2
"11546",11546,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,1,690,51,2
"11547",11547,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,2,740,51,2
"11548",11548,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,3,830,51,2
"11549",11549,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,4,795,51,2
"11550",11550,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,5,610,51,2
"11551",11551,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,6,640,51,2
"11552",11552,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,7,695,51,2
"11553",11553,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,8,730,51,2
"11554",11554,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,9,670,51,2
"11555",11555,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,10,690,51,2
"11556",11556,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,11,740,51,2
"11557",11557,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,12,640,51,2
"11558",11558,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,13,620,51,2
"11559",11559,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,14,620,51,2
"11560",11560,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,15,640,51,2
"11561",11561,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,16,620,51,2
"11562",11562,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,17,600,51,1
"11563",11563,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,18,610,51,1
"11564",11564,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,19,630,51,1
"11565",11565,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103509,20,700,51,1
"11566",11566,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,1,610,51,1
"11567",11567,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,2,630,51,1
"11568",11568,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,3,720,51,2
"11569",11569,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,4,650,51,2
"11570",11570,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,5,650,51,2
"11571",11571,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,6,1350,51,2
"11572",11572,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,7,680,51,2
"11573",11573,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,8,620,51,2
"11574",11574,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,9,630,51,2
"11575",11575,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,10,780,51,2
"11576",11576,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,11,1020,51,2
"11577",11577,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,12,900,51,2
"11578",11578,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,13,710,51,2
"11579",11579,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,14,680,51,2
"11580",11580,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,15,680,51,2
"11581",11581,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,16,720,51,2
"11582",11582,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,17,720,51,2
"11583",11583,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,18,770,51,2
"11584",11584,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,19,1000,51,2
"11585",11585,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103505,20,840,91,2
"11586",11586,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,1,730,91,2
"11587",11587,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,2,720,91,2
"11588",11588,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,3,640,91,2
"11589",11589,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,4,660,91,2
"11590",11590,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,5,790,91,2
"11591",11591,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,6,660,51,2
"11592",11592,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,7,710,51,2
"11593",11593,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,8,615,51,2
"11594",11594,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,9,600,51,2
"11595",11595,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,10,795,51,2
"11596",11596,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,11,810,51,2
"11597",11597,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,12,835,51,2
"11598",11598,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,13,690,51,2
"11599",11599,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,14,740,51,2
"11600",11600,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,15,830,51,2
"11601",11601,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,16,810,51,2
"11602",11602,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,17,665,51,2
"11603",11603,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,18,1190,51,2
"11604",11604,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,19,970,51,2
"11605",11605,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103504,20,600,51,2
"11606",11606,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,1,610,51,2
"11607",11607,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,2,630,51,2
"11608",11608,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,3,700,51,1
"11609",11609,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,4,840,51,1
"11610",11610,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,5,745,51,1
"11611",11611,"Craig",2008,2008-08-21,34,2,"B",760,200,NA,9,"A",103503,6,715,51,1
"11612",11612,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,1,590,51,2
"11613",11613,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,2,645,51,2
"11614",11614,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,3,615,51,2
"11615",11615,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,4,705,51,2
"11616",11616,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,5,600,51,2
"11617",11617,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,6,630,51,2
"11618",11618,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,7,640,51,2
"11619",11619,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,8,750,51,2
"11620",11620,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,9,610,51,2
"11621",11621,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,10,720,51,2
"11622",11622,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,11,630,51,2
"11623",11623,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,12,710,51,2
"11624",11624,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,13,840,1,3
"11625",11625,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,14,775,1,2
"11626",11626,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,15,615,1,2
"11627",11627,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,16,690,1,2
"11628",11628,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,17,780,1,2
"11629",11629,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,18,810,1,2
"11630",11630,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,19,630,1,2
"11631",11631,"Craig",2008,2008-08-22,34,2,"B",760,200,NA,9,"C",2202,20,625,1,2
"11632",11632,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,1,1870,51,2
"11633",11633,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,2,840,51,2
"11634",11634,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,3,700,51,2
"11635",11635,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,4,740,51,2
"11636",11636,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,5,680,51,2
"11637",11637,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,6,740,51,2
"11638",11638,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,7,710,51,2
"11639",11639,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,8,630,51,2
"11640",11640,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,9,600,51,2
"11641",11641,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,10,525,51,3
"11642",11642,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,11,585,51,2
"11643",11643,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,12,590,51,2
"11644",11644,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,13,695,51,2
"11645",11645,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,14,730,51,2
"11646",11646,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,15,650,51,2
"11647",11647,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,16,610,51,2
"11648",11648,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,17,605,51,2
"11649",11649,"Craig",2008,2008-08-23,35,1,"B",760,200,NA,9,"C",2200,18,620,51,2
"11650",11650,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,1,770,3,2
"11651",11651,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,2,885,3,2
"11652",11652,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,3,920,3,2
"11653",11653,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,4,1410,51,2
"11654",11654,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,5,1830,51,2
"11655",11655,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,6,1270,51,2
"11656",11656,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,7,600,51,2
"11657",11657,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,8,600,51,2
"11658",11658,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,9,620,51,2
"11659",11659,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,10,690,3,2
"11660",11660,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,11,660,3,2
"11661",11661,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,12,720,3,2
"11662",11662,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,13,820,3,2
"11663",11663,"Craig",2008,2008-08-26,35,2,"B",760,200,NA,9,"D",103585,14,710,3,2
"11664",11664,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,1,780,51,2
"11665",11665,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,2,710,51,2
"11666",11666,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,3,760,51,2
"11667",11667,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,4,710,51,2
"11668",11668,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,5,680,51,2
"11669",11669,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,6,1010,51,2
"11670",11670,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,7,790,51,2
"11671",11671,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,8,780,51,2
"11672",11672,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,9,1085,51,2
"11673",11673,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,10,770,51,2
"11674",11674,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,11,690,51,2
"11675",11675,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,12,710,51,2
"11676",11676,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,13,730,51,2
"11677",11677,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,14,810,51,2
"11678",11678,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,15,700,51,2
"11679",11679,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,16,740,51,2
"11680",11680,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,17,770,51,2
"11681",11681,"Craig",2008,2008-08-27,35,2,"B",760,200,NA,9,"D",103603,18,710,3,1
"11682",11682,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,1,1495,51,2
"11683",11683,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,2,1005,51,2
"11684",11684,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,3,940,51,2
"11685",11685,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,4,770,51,2
"11686",11686,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,5,660,51,2
"11687",11687,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,6,800,51,2
"11688",11688,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,7,700,51,2
"11689",11689,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,8,805,51,1
"11690",11690,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,9,735,51,1
"11691",11691,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,10,720,3,2
"11692",11692,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,11,610,3,2
"11693",11693,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,12,650,3,2
"11694",11694,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,13,690,3,2
"11695",11695,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,14,900,3,2
"11696",11696,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,15,600,51,2
"11697",11697,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,16,670,51,2
"11698",11698,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,17,790,51,2
"11699",11699,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,18,660,51,2
"11700",11700,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,19,610,51,2
"11701",11701,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103601,20,630,51,2
"11702",11702,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,1,710,51,2
"11703",11703,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,2,700,51,2
"11704",11704,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,3,810,51,2
"11705",11705,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,4,640,51,2
"11706",11706,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,5,680,51,2
"11707",11707,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,6,640,51,2
"11708",11708,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,7,770,51,2
"11709",11709,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,8,640,51,2
"11710",11710,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,9,650,51,2
"11711",11711,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,10,650,51,2
"11712",11712,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,11,630,51,2
"11713",11713,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,12,620,3,2
"11714",11714,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,13,710,3,2
"11715",11715,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,14,760,3,2
"11716",11716,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,15,700,3,2
"11717",11717,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,16,690,51,2
"11718",11718,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,17,690,51,2
"11719",11719,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,18,630,51,2
"11720",11720,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,19,690,51,2
"11721",11721,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103600,20,640,51,2
"11722",11722,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103599,1,640,51,2
"11723",11723,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103599,2,710,51,2
"11724",11724,"Craig",2008,2008-08-28,35,2,"B",760,200,NA,9,"C",103599,3,610,51,2
"11725",11725,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,1,1640,51,2
"11726",11726,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,2,1440,51,2
"11727",11727,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,3,860,51,2
"11728",11728,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,4,770,51,2
"11729",11729,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,5,840,51,2
"11730",11730,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,6,920,51,2
"11731",11731,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,7,750,51,2
"11732",11732,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,8,710,51,2
"11733",11733,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,9,670,51,2
"11734",11734,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,10,790,3,2
"11735",11735,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,11,645,3,2
"11736",11736,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,12,720,51,2
"11737",11737,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,13,670,51,2
"11738",11738,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,14,840,51,2
"11739",11739,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,15,705,51,2
"11740",11740,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,16,1585,51,1
"11741",11741,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,17,1010,51,1
"11742",11742,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,18,1100,51,1
"11743",11743,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,19,1110,51,1
"11744",11744,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103597,20,980,51,1
"11745",11745,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,1,735,51,1
"11746",11746,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,2,710,51,1
"11747",11747,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,3,670,51,2
"11748",11748,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,4,590,51,2
"11749",11749,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,5,580,51,2
"11750",11750,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,6,610,51,2
"11751",11751,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,7,820,51,2
"11752",11752,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,8,660,51,2
"11753",11753,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,9,660,51,2
"11754",11754,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,10,590,51,2
"11755",11755,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,11,610,51,2
"11756",11756,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,12,1675,51,3
"11757",11757,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,13,1140,51,2
"11758",11758,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,14,610,51,2
"11759",11759,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,15,710,51,2
"11760",11760,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,16,600,51,2
"11761",11761,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,17,610,51,2
"11762",11762,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,18,690,51,2
"11763",11763,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,19,640,51,2
"11764",11764,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103595,20,730,51,2
"11765",11765,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,1,690,51,2
"11766",11766,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,2,730,51,2
"11767",11767,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,3,790,51,2
"11768",11768,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,4,690,51,2
"11769",11769,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,5,710,51,2
"11770",11770,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,6,750,51,2
"11771",11771,"Craig",2008,2008-08-29,35,2,"B",760,200,NA,9,"C",103592,7,710,51,2
"11772",11772,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103588,1,810,3,2
"11773",11773,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103588,2,830,3,2
"11774",11774,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103588,3,690,3,2
"11775",11775,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,1,740,51,2
"11776",11776,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,2,710,51,2
"11777",11777,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,3,885,51,2
"11778",11778,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,4,845,51,2
"11779",11779,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,5,670,51,2
"11780",11780,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,6,635,51,2
"11781",11781,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,7,715,51,2
"11782",11782,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,8,790,51,2
"11783",11783,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,9,1100,3,2
"11784",11784,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,10,850,3,2
"11785",11785,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,11,790,3,2
"11786",11786,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,12,1120,3,2
"11787",11787,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,13,1085,51,2
"11788",11788,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,14,690,51,2
"11789",11789,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,15,645,51,2
"11790",11790,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,16,700,51,2
"11791",11791,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,17,610,51,2
"11792",11792,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,18,700,51,2
"11793",11793,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,19,670,51,2
"11794",11794,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103591,20,650,51,2
"11795",11795,"Craig",2008,2008-08-30,36,1,"B",760,200,NA,9,"A",103590,1,690,51,2
